CategoryCode,ItemCode,DateID,DailySales
category_2,999403,2022-01-20,8
category_2,999403,2021-10-31,1
category_2,999403,2022-02-02,3
category_2,999403,2022-02-01,4
category_2,999403,2021-11-26,1
category_2,999403,2021-12-14,1
category_2,999403,2022-01-31,2
category_2,999403,2021-12-16,1
category_2,999403,2022-02-15,1
category_2,999403,2022-01-07,6
category_2,999403,2021-12-15,3
category_2,999403,2022-01-24,3
category_2,999403,2021-12-28,4
category_2,999403,2022-02-07,3
category_2,999403,2022-01-19,8
category_2,999403,2021-12-29,3
category_2,999403,2021-12-03,2
category_2,999403,2022-01-11,4
category_2,999403,2021-12-20,7
category_2,999403,2021-10-26,2
category_2,999403,2021-10-08,2
category_2,999403,2021-10-29,1
category_2,999403,2021-10-09,2
category_2,999403,2021-11-16,1
category_2,999403,2021-10-27,1
category_2,999403,2022-02-11,3
category_2,999403,2021-11-27,2
category_2,999403,2022-01-25,2
category_2,999403,2022-02-17,1
category_2,999403,2022-01-27,8
category_2,999403,2022-01-18,2
category_2,999403,2021-12-09,1
category_2,999403,2021-10-30,1
category_2,999403,2021-11-17,1
category_2,999403,2021-10-17,1
category_2,999403,2021-11-18,2
category_2,999403,2022-01-04,1
category_2,999403,2021-11-05,2
category_2,999403,2021-11-04,4
category_2,999403,2021-12-06,1
category_2,999403,2021-11-30,1
category_2,999403,2021-11-03,2
category_2,999403,2021-10-28,2
category_2,999403,2021-10-25,3
category_2,999403,2021-10-04,1
category_2,999403,2021-10-12,2
category_1,1048975,2022-02-04,2
category_1,1048975,2021-12-17,1
category_1,1048975,2022-01-06,2
category_1,1048975,2022-01-13,1
category_1,1048975,2022-01-17,4
category_1,1048975,2022-01-28,4
category_1,1048975,2021-11-25,2
category_1,1048975,2022-01-05,2
category_1,1048975,2021-10-24,2
category_1,1048975,2022-01-02,2
category_1,1048975,2022-01-09,6
category_1,1048975,2022-01-23,1
category_1,1048975,2022-01-08,4
category_1,1048975,2022-02-03,37
category_1,1048975,2022-01-16,2
category_1,1048975,2021-10-01,2
category_1,1048975,2022-01-03,2
category_1,1048975,2021-10-21,1
category_1,1048975,2021-10-11,2
category_1,1048975,2022-01-01,1
category_1,1048975,2021-12-23,4
category_1,1048975,2021-12-30,3
category_1,1048975,2022-01-14,1
category_1,1048975,2022-01-15,1
category_1,1048975,2021-12-02,10
category_1,1048975,2022-01-26,6
category_1,1048975,2021-11-19,11
category_1,1048975,2022-02-10,9
category_1,1048975,2022-01-21,4
category_1,1048975,2021-10-10,1
category_1,1048975,2021-12-31,2
category_1,1048975,2021-11-26,2
category_1,1048975,2022-01-20,2
category_1,1048975,2022-01-10,5
category_1,1048975,2022-01-12,1
category_1,1048975,2022-01-07,1
category_1,1048975,2022-01-24,3
category_1,1048975,2021-12-03,2
category_1,1048975,2022-01-19,2
category_1,1048975,2022-01-11,3
category_1,1048975,2021-10-08,3
category_1,1048975,2021-10-26,1
category_1,1048975,2021-10-29,4
category_1,1048975,2021-10-18,1
category_1,1048975,2021-10-27,2
category_1,1048975,2022-02-11,7
category_1,1048975,2022-01-27,2
category_1,1048975,2022-01-18,2
category_1,1048975,2022-02-17,3
category_1,1048975,2021-12-09,2
category_1,1048975,2021-11-18,3
category_1,1048975,2022-01-04,2
category_1,1048975,2021-11-05,1
category_1,1048975,2021-10-25,2
category_1,1048975,2021-10-13,3
category_2,1101571,2022-02-04,2
category_2,1101571,2021-11-13,1
category_2,1101571,2021-10-23,2
category_2,1101571,2021-12-22,1
category_2,1101571,2022-01-13,1
category_2,1101571,2021-11-25,2
category_2,1101571,2021-11-12,2
category_2,1101571,2021-10-24,2
category_2,1101571,2021-10-16,2
category_2,1101571,2022-01-30,1
category_2,1101571,2022-01-29,4
category_2,1101571,2021-11-28,1
category_2,1101571,2021-12-12,1
category_2,1101571,2022-02-03,4
category_2,1101571,2021-10-20,1
category_2,1101571,2021-10-07,1
category_2,1101571,2021-10-19,1
category_2,1101571,2021-10-03,2
category_2,1101571,2021-10-21,1
category_2,1101571,2021-10-15,1
category_2,1101571,2021-10-05,1
category_2,1101571,2022-01-01,1
category_2,1101571,2021-12-30,18
category_2,1101571,2021-12-18,1
category_2,1101571,2021-12-05,1
category_2,1101571,2022-01-14,15
category_2,1101571,2021-12-02,1
category_2,1101571,2022-01-26,1
category_2,1101571,2021-11-21,1
category_2,1101571,2021-11-07,1
category_2,1101571,2021-11-19,1
category_2,1101571,2021-12-10,1
category_2,1101571,2021-11-20,2
category_2,1101571,2022-01-21,2
category_2,1101571,2021-10-10,1
category_2,1101571,2021-12-24,28
category_2,1101571,2021-12-31,19
category_2,1101571,2022-01-20,9
category_2,1101571,2022-01-12,1
category_2,1101571,2022-01-31,1
category_2,1101571,2022-01-10,1
category_2,1101571,2022-01-07,1
category_2,1101571,2022-01-24,1
category_2,1101571,2021-11-06,2
category_2,1101571,2021-12-15,1
category_2,1101571,2021-12-20,1
category_2,1101571,2021-12-03,1
category_2,1101571,2022-01-11,2
category_2,1101571,2021-10-14,1
category_2,1101571,2021-10-08,2
category_2,1101571,2021-10-26,2
category_2,1101571,2021-10-09,1
category_2,1101571,2021-10-29,2
category_2,1101571,2021-11-16,2
category_2,1101571,2022-02-11,8
category_2,1101571,2021-11-27,1
category_2,1101571,2022-01-25,1
category_2,1101571,2022-02-17,6
category_2,1101571,2021-10-30,1
category_2,1101571,2021-11-18,1
category_2,1101571,2021-11-17,1
category_2,1101571,2021-10-17,3
category_2,1101571,2021-11-05,2
category_2,1101571,2021-11-04,1
category_2,1101571,2021-10-28,1
category_2,1101571,2021-11-03,1
category_2,1101571,2021-10-13,2
category_2,1101571,2021-10-04,1
category_2,1101571,2021-10-12,9
category_2,50785,2022-02-04,1
category_2,50785,2021-11-13,1
category_2,50785,2022-02-09,1
category_2,50785,2021-10-23,1
category_2,50785,2022-01-06,1
category_2,50785,2021-11-09,2
category_2,50785,2022-01-13,7
category_2,50785,2022-01-17,1
category_2,50785,2022-02-08,1
category_2,50785,2022-01-05,3
category_2,50785,2021-12-07,3
category_2,50785,2021-11-25,2
category_2,50785,2021-10-16,2
category_2,50785,2021-11-10,6
category_2,50785,2021-11-12,1
category_2,50785,2021-10-24,6
category_2,50785,2022-01-30,3
category_2,50785,2022-01-02,2
category_2,50785,2021-12-25,2
category_2,50785,2022-01-29,2
category_2,50785,2021-10-22,1
category_2,50785,2022-02-03,2
category_2,50785,2022-01-16,1
category_2,50785,2021-11-01,1
category_2,50785,2021-10-07,1
category_2,50785,2021-10-01,3
category_2,50785,2021-11-02,4
category_2,50785,2021-10-15,1
category_2,50785,2021-10-03,2
category_2,50785,2021-11-15,4
category_2,50785,2021-10-21,1
category_2,50785,2021-10-05,5
category_2,50785,2022-01-01,2
category_2,50785,2021-12-23,2
category_2,50785,2021-12-11,3
category_2,50785,2021-12-30,1
category_2,50785,2022-01-14,1
category_2,50785,2021-12-05,5
category_2,50785,2021-12-08,4
category_2,50785,2021-11-19,3
category_2,50785,2021-11-07,2
category_2,50785,2021-10-02,4
category_2,50785,2021-11-29,2
category_2,50785,2021-12-10,2
category_2,50785,2022-02-10,2
category_2,50785,2022-01-21,8
category_2,50785,2021-12-21,1
category_2,50785,2021-12-13,1
category_2,50785,2021-10-10,1
category_2,50785,2021-12-24,1
category_2,50785,2022-01-20,4
category_2,50785,2022-02-01,5
category_2,50785,2021-10-31,8
category_2,50785,2021-11-26,8
category_2,50785,2022-01-31,2
category_2,50785,2021-12-14,2
category_2,50785,2022-01-12,6
category_2,50785,2021-11-14,2
category_2,50785,2022-01-10,1
category_2,50785,2022-01-07,1
category_2,50785,2021-11-06,2
category_2,50785,2021-12-15,4
category_2,50785,2022-01-11,3
category_2,50785,2021-12-29,1
category_2,50785,2021-12-20,1
category_2,50785,2021-10-26,2
category_2,50785,2021-10-08,3
category_2,50785,2021-10-09,5
category_2,50785,2021-10-29,2
category_2,50785,2021-10-18,1
category_2,50785,2021-10-27,2
category_2,50785,2022-02-17,12
category_2,50785,2021-11-27,1
category_2,50785,2022-01-18,1
category_2,50785,2022-02-11,17
category_2,50785,2021-10-30,4
category_2,50785,2021-12-09,2
category_2,50785,2021-11-18,3
category_2,50785,2021-11-30,3
category_2,50785,2021-11-05,4
category_2,50785,2021-11-04,14
category_2,50785,2021-12-06,1
category_2,50785,2021-10-25,3
category_2,50785,2021-11-03,1
category_2,50785,2021-10-28,1
category_2,50785,2021-10-04,3
category_2,50785,2021-10-12,2
category_4,1082743,2021-12-19,9
category_4,1082743,2021-10-23,2
category_4,1082743,2021-11-09,1
category_4,1082743,2022-01-28,25
category_4,1082743,2021-12-04,1
category_4,1082743,2022-01-17,16
category_4,1082743,2021-12-22,2
category_4,1082743,2022-01-13,2
category_4,1082743,2021-12-07,2
category_4,1082743,2022-01-05,1
category_4,1082743,2021-11-25,1
category_4,1082743,2021-11-12,4
category_4,1082743,2021-10-16,1
category_4,1082743,2022-01-09,5
category_4,1082743,2022-01-08,3
category_4,1082743,2022-01-02,6
category_4,1082743,2021-11-28,5
category_4,1082743,2022-01-22,5
category_4,1082743,2021-12-26,5
category_4,1082743,2022-01-16,3
category_4,1082743,2021-11-01,1
category_4,1082743,2021-11-23,1
category_4,1082743,2021-10-20,1
category_4,1082743,2021-10-01,4
category_4,1082743,2021-11-02,1
category_4,1082743,2021-10-15,6
category_4,1082743,2021-10-21,1
category_4,1082743,2021-10-03,1
category_4,1082743,2021-10-11,3
category_4,1082743,2022-01-01,5
category_4,1082743,2021-12-23,4
category_4,1082743,2022-01-14,2
category_4,1082743,2021-12-05,10
category_4,1082743,2021-12-30,3
category_4,1082743,2022-01-15,1
category_4,1082743,2021-12-08,5
category_4,1082743,2021-12-02,2
category_4,1082743,2021-11-21,3
category_4,1082743,2021-11-19,4
category_4,1082743,2021-11-20,5
category_4,1082743,2022-01-21,9
category_4,1082743,2022-02-10,2
category_4,1082743,2021-12-10,4
category_4,1082743,2021-10-10,2
category_4,1082743,2021-12-31,2
category_4,1082743,2021-12-24,4
category_4,1082743,2021-11-26,1
category_4,1082743,2022-01-20,22
category_4,1082743,2021-10-31,2
category_4,1082743,2021-11-14,4
category_4,1082743,2022-01-07,9
category_4,1082743,2021-12-28,1
category_4,1082743,2021-12-29,7
category_4,1082743,2022-01-11,1
category_4,1082743,2022-01-19,18
category_4,1082743,2021-12-03,3
category_4,1082743,2021-10-14,1
category_4,1082743,2021-10-08,4
category_4,1082743,2022-02-11,14
category_4,1082743,2022-01-25,34
category_4,1082743,2022-01-18,5
category_4,1082743,2021-10-30,1
category_4,1082743,2022-01-04,6
category_4,1082743,2021-12-06,2
category_4,1082743,2021-10-28,1
category_4,1082743,2021-10-13,1
category_2,40759,2021-12-17,15
category_2,40759,2022-02-04,9
category_2,40759,2021-11-13,5
category_2,40759,2022-02-09,7
category_2,40759,2021-10-23,3
category_2,40759,2022-01-06,3
category_2,40759,2021-11-09,6
category_2,40759,2022-01-17,8
category_2,40759,2022-01-13,16
category_2,40759,2022-01-28,12
category_2,40759,2021-12-04,11
category_2,40759,2022-02-08,2
category_2,40759,2021-12-07,14
category_2,40759,2021-11-25,8
category_2,40759,2021-11-10,2
category_2,40759,2021-11-12,6
category_2,40759,2021-10-16,9
category_2,40759,2021-12-01,10
category_2,40759,2021-10-24,1
category_2,40759,2022-01-30,5
category_2,40759,2022-01-23,3
category_2,40759,2022-01-29,11
category_2,40759,2022-01-02,4
category_2,40759,2021-12-25,12
category_2,40759,2022-01-08,2
category_2,40759,2022-01-09,8
category_2,40759,2021-10-22,18
category_2,40759,2022-01-16,2
category_2,40759,2022-01-22,7
category_2,40759,2021-12-12,12
category_2,40759,2021-11-28,11
category_2,40759,2022-02-03,9
category_2,40759,2021-12-26,7
category_2,40759,2021-11-23,4
category_2,40759,2021-11-11,3
category_2,40759,2021-10-20,7
category_2,40759,2021-11-08,6
category_2,40759,2021-10-07,3
category_2,40759,2021-10-01,12
category_2,40759,2021-11-22,8
category_2,40759,2021-10-19,6
category_2,40759,2022-01-03,9
category_2,40759,2021-11-15,10
category_2,40759,2021-10-03,12
category_2,40759,2021-10-15,7
category_2,40759,2021-11-24,5
category_2,40759,2021-10-21,3
category_2,40759,2021-10-11,4
category_2,40759,2021-10-05,12
category_2,40759,2022-01-01,5
category_2,40759,2022-02-05,3
category_2,40759,2021-12-23,22
category_2,40759,2021-12-11,12
category_2,40759,2022-01-15,7
category_2,40759,2022-02-06,7
category_2,40759,2022-01-14,12
category_2,40759,2021-12-30,10
category_2,40759,2021-12-05,7
category_2,40759,2021-12-02,4
category_2,40759,2021-12-08,13
category_2,40759,2022-02-12,3
category_2,40759,2022-02-16,4
category_2,40759,2022-01-26,10
category_2,40759,2021-11-21,4
category_2,40759,2021-10-02,14
category_2,40759,2021-11-07,6
category_2,40759,2021-11-19,2
category_2,40759,2021-11-29,10
category_2,40759,2021-12-10,16
category_2,40759,2022-02-10,6
category_2,40759,2022-01-21,8
category_2,40759,2022-02-14,6
category_2,40759,2021-11-20,2
category_2,40759,2021-12-13,23
category_2,40759,2021-10-10,6
category_2,40759,2021-12-24,28
category_2,40759,2021-12-31,27
category_2,40759,2022-02-01,6
category_2,40759,2022-01-20,3
category_2,40759,2022-02-02,10
category_2,40759,2021-11-26,6
category_2,40759,2021-11-14,7
category_2,40759,2021-12-16,23
category_2,40759,2022-01-10,10
category_2,40759,2022-01-31,9
category_2,40759,2021-12-14,18
category_2,40759,2021-12-27,9
category_2,40759,2022-01-12,6
category_2,40759,2022-01-07,7
category_2,40759,2022-02-15,9
category_2,40759,2021-12-15,10
category_2,40759,2021-12-28,4
category_2,40759,2022-02-07,2
category_2,40759,2022-01-24,3
category_2,40759,2021-11-06,2
category_2,40759,2021-12-03,10
category_2,40759,2021-12-29,10
category_2,40759,2022-01-11,6
category_2,40759,2022-01-19,5
category_2,40759,2021-10-26,4
category_2,40759,2021-10-08,10
category_2,40759,2021-10-14,6
category_2,40759,2021-10-06,5
category_2,40759,2021-10-29,9
category_2,40759,2021-10-09,15
category_2,40759,2021-10-18,5
category_2,40759,2021-10-27,3
category_2,40759,2022-01-25,10
category_2,40759,2022-02-17,9
category_2,40759,2021-11-27,14
category_2,40759,2022-01-18,4
category_2,40759,2022-02-11,6
category_2,40759,2022-01-27,7
category_2,40759,2021-12-09,14
category_2,40759,2021-10-17,4
category_2,40759,2022-01-04,8
category_2,40759,2021-11-18,9
category_2,40759,2021-11-17,7
category_2,40759,2021-11-30,11
category_2,40759,2021-11-05,2
category_2,40759,2021-12-06,6
category_2,40759,2021-11-04,19
category_2,40759,2021-10-28,8
category_2,40759,2021-10-25,17
category_2,40759,2021-10-13,7
category_2,40759,2021-10-04,8
category_2,40759,2021-10-12,9
category_2,1101562,2022-02-13,1
category_2,1101562,2021-12-17,8
category_2,1101562,2021-11-13,2
category_2,1101562,2021-10-23,4
category_2,1101562,2022-02-09,1
category_2,1101562,2021-11-09,3
category_2,1101562,2022-01-13,1
category_2,1101562,2022-01-05,2
category_2,1101562,2021-11-25,2
category_2,1101562,2021-10-24,1
category_2,1101562,2021-11-12,3
category_2,1101562,2021-11-10,2
category_2,1101562,2022-01-23,2
category_2,1101562,2022-01-02,1
category_2,1101562,2022-01-08,2
category_2,1101562,2021-12-25,2
category_2,1101562,2021-10-22,1
category_2,1101562,2022-01-22,3
category_2,1101562,2021-12-12,1
category_2,1101562,2021-11-23,1
category_2,1101562,2021-11-11,1
category_2,1101562,2021-10-01,2
category_2,1101562,2021-10-19,2
category_2,1101562,2021-11-22,1
category_2,1101562,2021-10-03,4
category_2,1101562,2021-11-24,2
category_2,1101562,2021-10-15,1
category_2,1101562,2021-10-11,3
category_2,1101562,2021-10-05,1
category_2,1101562,2021-12-23,7
category_2,1101562,2022-01-01,3
category_2,1101562,2022-02-05,1
category_2,1101562,2021-12-11,1
category_2,1101562,2022-01-14,4
category_2,1101562,2021-12-30,2
category_2,1101562,2022-02-06,3
category_2,1101562,2022-02-16,1
category_2,1101562,2021-11-07,1
category_2,1101562,2021-11-19,5
category_2,1101562,2021-12-10,4
category_2,1101562,2022-02-14,1
category_2,1101562,2021-11-20,1
category_2,1101562,2022-02-10,2
category_2,1101562,2022-01-21,2
category_2,1101562,2021-12-13,1
category_2,1101562,2021-12-24,4
category_2,1101562,2021-10-31,1
category_2,1101562,2022-02-01,1
category_2,1101562,2022-01-20,1
category_2,1101562,2021-11-26,1
category_2,1101562,2021-11-14,2
category_2,1101562,2021-12-16,1
category_2,1101562,2021-12-27,2
category_2,1101562,2021-12-14,2
category_2,1101562,2022-01-10,2
category_2,1101562,2022-01-12,1
category_2,1101562,2022-01-31,1
category_2,1101562,2022-02-15,1
category_2,1101562,2022-01-07,1
category_2,1101562,2021-12-28,2
category_2,1101562,2021-12-15,2
category_2,1101562,2022-02-07,2
category_2,1101562,2021-12-29,2
category_2,1101562,2021-10-14,1
category_2,1101562,2021-10-26,2
category_2,1101562,2021-10-08,1
category_2,1101562,2021-10-06,4
category_2,1101562,2021-10-09,2
category_2,1101562,2021-10-29,5
category_2,1101562,2021-11-16,1
category_2,1101562,2021-10-18,2
category_2,1101562,2021-10-27,3
category_2,1101562,2021-11-27,3
category_2,1101562,2022-01-27,1
category_2,1101562,2022-02-11,1
category_2,1101562,2022-01-25,1
category_2,1101562,2022-02-17,1
category_2,1101562,2021-10-30,1
category_2,1101562,2021-12-09,1
category_2,1101562,2022-01-04,1
category_2,1101562,2021-11-17,2
category_2,1101562,2021-11-05,2
category_2,1101562,2021-11-04,1
category_2,1101562,2021-10-25,4
category_2,1101562,2021-10-28,3
category_2,1101562,2021-10-13,1
category_2,1101562,2021-10-04,1
category_2,1101562,2021-10-12,2
category_2,65788,2022-02-13,3
category_2,65788,2022-02-04,2
category_2,65788,2021-11-13,4
category_2,65788,2022-01-17,1
category_2,65788,2021-12-04,1
category_2,65788,2022-01-13,1
category_2,65788,2021-12-22,1
category_2,65788,2022-01-05,1
category_2,65788,2021-12-07,1
category_2,65788,2021-11-25,2
category_2,65788,2021-11-12,2
category_2,65788,2021-12-01,1
category_2,65788,2022-01-29,4
category_2,65788,2022-01-09,3
category_2,65788,2022-01-02,1
category_2,65788,2022-01-30,4
category_2,65788,2022-01-08,1
category_2,65788,2021-10-22,9
category_2,65788,2022-01-22,2
category_2,65788,2021-12-12,1
category_2,65788,2022-02-03,3
category_2,65788,2021-12-26,1
category_2,65788,2021-11-28,3
category_2,65788,2021-11-23,1
category_2,65788,2021-11-01,1
category_2,65788,2021-11-08,5
category_2,65788,2021-10-07,6
category_2,65788,2021-10-01,7
category_2,65788,2021-11-24,1
category_2,65788,2021-10-21,4
category_2,65788,2021-10-15,2
category_2,65788,2021-11-15,1
category_2,65788,2022-02-05,1
category_2,65788,2021-12-11,3
category_2,65788,2022-01-01,2
category_2,65788,2021-12-23,1
category_2,65788,2022-01-14,3
category_2,65788,2021-12-18,2
category_2,65788,2022-02-06,2
category_2,65788,2022-01-15,1
category_2,65788,2021-12-30,3
category_2,65788,2021-12-05,2
category_2,65788,2021-12-08,1
category_2,65788,2021-12-02,3
category_2,65788,2021-11-21,1
category_2,65788,2022-02-12,3
category_2,65788,2022-01-26,2
category_2,65788,2022-02-16,1
category_2,65788,2021-11-07,1
category_2,65788,2021-11-19,1
category_2,65788,2021-11-29,5
category_2,65788,2021-12-10,4
category_2,65788,2021-12-21,1
category_2,65788,2021-11-20,1
category_2,65788,2022-01-21,1
category_2,65788,2021-12-13,2
category_2,65788,2021-12-31,2
category_2,65788,2021-11-26,2
category_2,65788,2022-01-20,1
category_2,65788,2022-02-02,1
category_2,65788,2022-01-10,3
category_2,65788,2021-12-14,2
category_2,65788,2021-12-27,1
category_2,65788,2021-11-14,1
category_2,65788,2021-12-16,4
category_2,65788,2022-02-15,2
category_2,65788,2022-01-07,4
category_2,65788,2021-12-28,2
category_2,65788,2021-12-15,1
category_2,65788,2022-02-07,2
category_2,65788,2022-01-19,1
category_2,65788,2021-12-20,3
category_2,65788,2021-12-29,3
category_2,65788,2021-12-03,2
category_2,65788,2021-10-14,7
category_2,65788,2021-10-08,8
category_2,65788,2021-11-16,2
category_2,65788,2021-11-27,1
category_2,65788,2022-01-25,2
category_2,65788,2022-01-18,3
category_2,65788,2022-02-11,1
category_2,65788,2022-02-17,3
category_2,65788,2022-01-27,5
category_2,65788,2021-12-09,1
category_2,65788,2021-10-30,1
category_2,65788,2022-01-04,3
category_2,65788,2021-11-18,2
category_2,65788,2021-12-06,2
category_2,65788,2021-11-30,1
category_2,65788,2021-11-04,1
category_2,65788,2021-11-03,1
category_2,65788,2021-10-28,4
category_2,836125,2022-02-13,2
category_2,836125,2021-12-19,5
category_2,836125,2021-12-17,2
category_2,836125,2022-02-04,10
category_2,836125,2022-01-06,5
category_2,836125,2021-10-23,2
category_2,836125,2021-11-09,6
category_2,836125,2022-01-28,10
category_2,836125,2021-12-22,3
category_2,836125,2021-12-04,3
category_2,836125,2022-01-17,8
category_2,836125,2022-01-13,3
category_2,836125,2022-01-05,4
category_2,836125,2021-11-25,6
category_2,836125,2021-12-07,7
category_2,836125,2021-12-01,6
category_2,836125,2021-10-16,4
category_2,836125,2021-10-24,6
category_2,836125,2021-11-10,3
category_2,836125,2021-11-12,14
category_2,836125,2022-01-09,3
category_2,836125,2021-12-25,3
category_2,836125,2022-01-02,5
category_2,836125,2022-01-08,3
category_2,836125,2022-01-23,3
category_2,836125,2021-10-22,4
category_2,836125,2021-12-26,4
category_2,836125,2021-12-12,8
category_2,836125,2022-02-03,16
category_2,836125,2021-11-28,4
category_2,836125,2022-01-16,1
category_2,836125,2021-11-01,11
category_2,836125,2021-11-23,3
category_2,836125,2021-11-11,7
category_2,836125,2021-11-08,3
category_2,836125,2021-10-07,11
category_2,836125,2021-10-01,6
category_2,836125,2021-10-19,6
category_2,836125,2022-01-03,3
category_2,836125,2021-11-02,5
category_2,836125,2021-11-22,1
category_2,836125,2021-11-24,6
category_2,836125,2021-10-03,1
category_2,836125,2021-10-15,1
category_2,836125,2021-10-21,4
category_2,836125,2021-10-11,1
category_2,836125,2021-10-05,4
category_2,836125,2021-12-11,6
category_2,836125,2022-01-01,3
category_2,836125,2021-12-23,6
category_2,836125,2021-12-18,8
category_2,836125,2022-01-14,6
category_2,836125,2022-01-15,2
category_2,836125,2021-12-30,6
category_2,836125,2021-12-05,12
category_2,836125,2021-12-02,5
category_2,836125,2021-12-08,5
category_2,836125,2021-11-21,9
category_2,836125,2022-02-16,10
category_2,836125,2022-01-26,5
category_2,836125,2022-02-12,6
category_2,836125,2021-11-29,2
category_2,836125,2021-11-19,6
category_2,836125,2021-10-02,4
category_2,836125,2021-11-07,6
category_2,836125,2021-11-20,5
category_2,836125,2021-12-21,7
category_2,836125,2021-12-10,2
category_2,836125,2022-02-10,5
category_2,836125,2022-02-14,1
category_2,836125,2021-12-13,2
category_2,836125,2021-10-10,9
category_2,836125,2021-12-31,6
category_2,836125,2021-12-24,3
category_2,836125,2021-10-31,2
category_2,836125,2021-11-26,2
category_2,836125,2022-01-20,10
category_2,836125,2022-01-12,5
category_2,836125,2022-01-10,7
category_2,836125,2021-12-14,5
category_2,836125,2021-12-27,4
category_2,836125,2021-12-16,3
category_2,836125,2022-01-07,1
category_2,836125,2022-02-15,5
category_2,836125,2021-12-28,7
category_2,836125,2021-12-15,4
category_2,836125,2022-01-24,6
category_2,836125,2021-11-06,1
category_2,836125,2022-01-19,2
category_2,836125,2021-12-29,1
category_2,836125,2021-12-20,6
category_2,836125,2022-01-11,7
category_2,836125,2021-12-03,6
category_2,836125,2021-10-14,2
category_2,836125,2021-10-26,5
category_2,836125,2021-10-08,1
category_2,836125,2021-10-06,9
category_2,836125,2021-10-29,2
category_2,836125,2021-10-09,2
category_2,836125,2021-10-18,1
category_2,836125,2021-10-27,3
category_2,836125,2022-02-11,2
category_2,836125,2021-11-27,10
category_2,836125,2022-01-27,6
category_2,836125,2022-01-25,8
category_2,836125,2022-02-17,5
category_2,836125,2022-01-18,1
category_2,836125,2021-10-30,7
category_2,836125,2021-12-09,2
category_2,836125,2022-01-04,4
category_2,836125,2021-10-17,6
category_2,836125,2021-11-18,7
category_2,836125,2021-11-05,6
category_2,836125,2021-11-04,10
category_2,836125,2021-11-30,5
category_2,836125,2021-12-06,4
category_2,836125,2021-11-03,3
category_2,836125,2021-10-25,1
category_2,836125,2021-10-28,9
category_2,836125,2021-10-13,1
category_2,836125,2021-10-04,6
category_2,836125,2021-10-12,4
category_1,755584,2022-02-13,2
category_1,755584,2022-02-04,5
category_1,755584,2021-12-17,7
category_1,755584,2022-02-09,21
category_1,755584,2022-01-28,4
category_1,755584,2022-01-13,4
category_1,755584,2021-11-25,4
category_1,755584,2022-02-08,11
category_1,755584,2021-11-12,4
category_1,755584,2021-10-24,4
category_1,755584,2021-10-16,1
category_1,755584,2022-01-30,5
category_1,755584,2022-01-29,9
category_1,755584,2021-10-22,3
category_1,755584,2022-02-03,9
category_1,755584,2021-11-11,3
category_1,755584,2021-10-20,1
category_1,755584,2021-10-07,2
category_1,755584,2021-10-01,5
category_1,755584,2022-01-03,5
category_1,755584,2021-10-19,2
category_1,755584,2021-10-03,1
category_1,755584,2021-10-21,3
category_1,755584,2021-10-15,2
category_1,755584,2021-10-11,2
category_1,755584,2021-10-05,2
category_1,755584,2021-12-23,3
category_1,755584,2022-02-05,5
category_1,755584,2022-01-01,10
category_1,755584,2022-02-06,1
category_1,755584,2022-01-14,28
category_1,755584,2021-12-30,1
category_1,755584,2021-12-02,2
category_1,755584,2022-02-12,3
category_1,755584,2021-10-02,3
category_1,755584,2021-11-19,30
category_1,755584,2022-01-21,7
category_1,755584,2022-02-10,5
category_1,755584,2021-12-10,1
category_1,755584,2022-02-14,5
category_1,755584,2021-10-10,2
category_1,755584,2021-12-24,1
category_1,755584,2021-11-26,15
category_1,755584,2022-02-02,7
category_1,755584,2022-01-20,8
category_1,755584,2022-02-01,14
category_1,755584,2022-01-31,16
category_1,755584,2021-12-16,2
category_1,755584,2022-02-15,5
category_1,755584,2022-02-07,2
category_1,755584,2021-12-03,11
category_1,755584,2021-10-26,5
category_1,755584,2021-10-08,17
category_1,755584,2021-10-14,2
category_1,755584,2021-10-06,6
category_1,755584,2021-10-29,25
category_1,755584,2021-10-09,1
category_1,755584,2021-10-27,16
category_1,755584,2022-02-11,10
category_1,755584,2022-01-27,8
category_1,755584,2021-12-09,3
category_1,755584,2022-01-04,2
category_1,755584,2021-11-18,2
category_1,755584,2021-10-17,5
category_1,755584,2021-11-04,5
category_1,755584,2021-11-05,5
category_1,755584,2021-10-28,3
category_1,755584,2021-10-25,5
category_1,755584,2021-10-13,1
category_1,755584,2021-10-04,1
category_3,37861,2021-12-19,15
category_3,37861,2022-02-13,21
category_3,37861,2022-02-04,12
category_3,37861,2021-12-17,24
category_3,37861,2022-01-06,6
category_3,37861,2022-02-09,16
category_3,37861,2021-10-23,6
category_3,37861,2022-01-13,18
category_3,37861,2022-01-28,31
category_3,37861,2021-12-22,22
category_3,37861,2021-12-04,13
category_3,37861,2022-01-17,22
category_3,37861,2022-01-05,58
category_3,37861,2021-12-07,39
category_3,37861,2022-02-08,63
category_3,37861,2021-11-25,36
category_3,37861,2021-12-01,16
category_3,37861,2021-10-24,14
category_3,37861,2021-11-12,12
category_3,37861,2021-10-16,4
category_3,37861,2021-12-25,44
category_3,37861,2022-01-09,42
category_3,37861,2022-01-30,23
category_3,37861,2022-01-02,9
category_3,37861,2022-01-23,12
category_3,37861,2022-01-08,21
category_3,37861,2022-01-29,23
category_3,37861,2021-10-22,8
category_3,37861,2022-01-22,26
category_3,37861,2021-12-12,16
category_3,37861,2021-12-26,20
category_3,37861,2022-02-03,117
category_3,37861,2021-11-28,8
category_3,37861,2022-01-16,2
