,CategoryCode,ItemCode,WoY,WeeklySales
1067,category_4,123307,52,731
1068,category_1,124774,1,21
1069,category_1,124774,2,49
1070,category_1,124774,3,20
1071,category_1,124774,4,2
1072,category_1,124774,5,0
1073,category_1,124774,6,7
1074,category_1,124774,7,15
1075,category_1,124774,39,3
1076,category_1,124774,40,26
1077,category_1,124774,41,25
1078,category_1,124774,42,23
1079,category_1,124774,43,19
1080,category_1,124774,44,22
1081,category_1,124774,45,15
1082,category_1,124774,46,25
1083,category_1,124774,47,20
1084,category_1,124774,48,24
1085,category_1,124774,49,27
1086,category_1,124774,50,49
1087,category_1,124774,51,17
1088,category_1,124774,52,25
1089,category_2,124954,1,20
1090,category_2,124954,2,13
1091,category_2,124954,3,8
1092,category_2,124954,4,30
1093,category_2,124954,5,27
1094,category_2,124954,6,32
1095,category_2,124954,7,20
1096,category_2,124954,39,7
1097,category_2,124954,40,9
1098,category_2,124954,41,13
1099,category_2,124954,42,18
1100,category_2,124954,43,31
1101,category_2,124954,44,39
1102,category_2,124954,45,35
1103,category_2,124954,46,49
1104,category_2,124954,47,23
1105,category_2,124954,48,15
1106,category_2,124954,49,14
1107,category_2,124954,50,19
1108,category_2,124954,51,12
1109,category_2,124954,52,17
1110,category_2,130993,1,8
1111,category_2,130993,2,29
1112,category_2,130993,3,25
1113,category_2,130993,4,12
1114,category_2,130993,5,6
1115,category_2,130993,6,45
1116,category_2,130993,7,32
1117,category_2,130993,39,7
1118,category_2,130993,40,19
1119,category_2,130993,41,7
1120,category_2,130993,42,13
1121,category_2,130993,43,7
1122,category_2,130993,44,43
1123,category_2,130993,45,37
1124,category_2,130993,46,41
1125,category_2,130993,47,7
1126,category_2,130993,48,7
1127,category_2,130993,49,12
1128,category_2,130993,50,5
1129,category_2,130993,51,15
1130,category_2,130993,52,29
1131,category_3,131983,1,37
1132,category_3,131983,2,24
1133,category_3,131983,3,29
1134,category_3,131983,4,39
1135,category_3,131983,5,31
1136,category_3,131983,6,37
1137,category_3,131983,7,18
1138,category_3,131983,39,18
1139,category_3,131983,40,44
1140,category_3,131983,41,40
1141,category_3,131983,42,33
1142,category_3,131983,43,20
1143,category_3,131983,44,30
1144,category_3,131983,45,31
1145,category_3,131983,46,55
1146,category_3,131983,47,32
1147,category_3,131983,48,30
1148,category_3,131983,49,39
1149,category_3,131983,50,33
1150,category_3,131983,51,45
1151,category_3,131983,52,41
1152,category_2,132028,1,143
1153,category_2,132028,2,147
1154,category_2,132028,3,198
1155,category_2,132028,4,227
1156,category_2,132028,5,117
1157,category_2,132028,6,142
1158,category_2,132028,7,61
1159,category_2,132028,39,97
1160,category_2,132028,40,133
1161,category_2,132028,41,132
1162,category_2,132028,42,109
1163,category_2,132028,43,154
1164,category_2,132028,44,211
1165,category_2,132028,45,193
1166,category_2,132028,46,108
1167,category_2,132028,47,225
1168,category_2,132028,48,219
1169,category_2,132028,49,127
1170,category_2,132028,50,113
1171,category_2,132028,51,140
1172,category_2,132028,52,86
1173,category_3,132334,1,29
1174,category_3,132334,2,22
1175,category_3,132334,3,23
1176,category_3,132334,4,16
1177,category_3,132334,5,15
1178,category_3,132334,6,13
1179,category_3,132334,7,5
1180,category_3,132334,39,11
1181,category_3,132334,40,14
1182,category_3,132334,41,20
1183,category_3,132334,42,11
1184,category_3,132334,43,7
1185,category_3,132334,44,12
1186,category_3,132334,45,20
1187,category_3,132334,46,19
1188,category_3,132334,47,42
1189,category_3,132334,48,44
1190,category_3,132334,49,34
1191,category_3,132334,50,31
1192,category_3,132334,51,25
1193,category_3,132334,52,37
1194,category_2,138742,1,21
1195,category_2,138742,2,14
1196,category_2,138742,3,42
1197,category_2,138742,4,22
1198,category_2,138742,5,18
1199,category_2,138742,6,20
1200,category_2,138742,7,19
1201,category_2,138742,39,9
1202,category_2,138742,40,36
1203,category_2,138742,41,21
1204,category_2,138742,42,13
1205,category_2,138742,43,30
1206,category_2,138742,44,24
1207,category_2,138742,45,20
1208,category_2,138742,46,25
1209,category_2,138742,47,22
1210,category_2,138742,48,34
1211,category_2,138742,49,24
1212,category_2,138742,50,34
1213,category_2,138742,51,27
1214,category_2,138742,52,15
1215,category_1,142756,1,34
1216,category_1,142756,2,62
1217,category_1,142756,3,63
1218,category_1,142756,4,48
1219,category_1,142756,5,28
1220,category_1,142756,6,83
1221,category_1,142756,7,21
1222,category_1,142756,39,10
1223,category_1,142756,40,43
1224,category_1,142756,41,31
1225,category_1,142756,42,45
1226,category_1,142756,43,33
1227,category_1,142756,44,35
1228,category_1,142756,45,28
1229,category_1,142756,46,28
1230,category_1,142756,47,38
1231,category_1,142756,48,26
1232,category_1,142756,49,19
1233,category_1,142756,50,47
1234,category_1,142756,51,47
1235,category_1,142756,52,33
1236,category_1,145330,1,17
1237,category_1,145330,2,9
1238,category_1,145330,3,14
1239,category_1,145330,4,16
1240,category_1,145330,5,10
1241,category_1,145330,6,11
1242,category_1,145330,7,7
1243,category_1,145330,39,7
1244,category_1,145330,40,11
1245,category_1,145330,41,20
1246,category_1,145330,42,6
1247,category_1,145330,43,9
1248,category_1,145330,44,3
1249,category_1,145330,45,8
1250,category_1,145330,46,10
1251,category_1,145330,47,9
1252,category_1,145330,48,21
1253,category_1,145330,49,15
1254,category_1,145330,50,20
1255,category_1,145330,51,24
1256,category_1,145330,52,15
1257,category_1,145978,1,49
1258,category_1,145978,2,32
1259,category_1,145978,3,41
1260,category_1,145978,4,51
1261,category_1,145978,5,33
1262,category_1,145978,6,32
1263,category_1,145978,7,13
1264,category_1,145978,39,20
1265,category_1,145978,40,35
1266,category_1,145978,41,32
1267,category_1,145978,42,34
1268,category_1,145978,43,31
1269,category_1,145978,44,27
1270,category_1,145978,45,23
1271,category_1,145978,46,30
1272,category_1,145978,47,44
1273,category_1,145978,48,49
1274,category_1,145978,49,31
1275,category_1,145978,50,56
1276,category_1,145978,51,46
1277,category_1,145978,52,38
1278,category_3,169504,1,635
1279,category_3,169504,2,507
1280,category_3,169504,3,515
1281,category_3,169504,4,689
1282,category_3,169504,5,271
1283,category_3,169504,6,371
1284,category_3,169504,7,275
1285,category_3,169504,39,311
1286,category_3,169504,40,780
1287,category_3,169504,41,511
1288,category_3,169504,42,808
1289,category_3,169504,43,685
1290,category_3,169504,44,664
1291,category_3,169504,45,686
1292,category_3,169504,46,720
1293,category_3,169504,47,676
1294,category_3,169504,48,604
1295,category_3,169504,49,697
1296,category_3,169504,50,737
1297,category_3,169504,51,534
1298,category_3,169504,52,662
1299,category_2,172033,1,19
1300,category_2,172033,2,7
1301,category_2,172033,3,9
1302,category_2,172033,4,11
1303,category_2,172033,5,16
1304,category_2,172033,6,5
1305,category_2,172033,7,6
1306,category_2,172033,39,18
1307,category_2,172033,40,44
1308,category_2,172033,41,20
1309,category_2,172033,42,22
1310,category_2,172033,43,47
1311,category_2,172033,44,178
1312,category_2,172033,45,177
1313,category_2,172033,46,99
1314,category_2,172033,47,77
1315,category_2,172033,48,12
1316,category_2,172033,49,15
1317,category_2,172033,50,23
1318,category_2,172033,51,13
1319,category_2,172033,52,10
1320,category_2,172582,1,24
1321,category_2,172582,2,23
1322,category_2,172582,3,16
1323,category_2,172582,4,21
1324,category_2,172582,5,14
1325,category_2,172582,6,16
1326,category_2,172582,7,11
1327,category_2,172582,39,13
1328,category_2,172582,40,18
1329,category_2,172582,41,17
1330,category_2,172582,42,12
1331,category_2,172582,43,26
1332,category_2,172582,44,16
1333,category_2,172582,45,9
1334,category_2,172582,46,13
1335,category_2,172582,47,25
1336,category_2,172582,48,28
1337,category_2,172582,49,39
1338,category_2,172582,50,17
1339,category_2,172582,51,16
1340,category_2,172582,52,18
1341,category_2,173617,1,44
1342,category_2,173617,2,29
1343,category_2,173617,3,12
1344,category_2,173617,4,22
1345,category_2,173617,5,17
1346,category_2,173617,6,18
1347,category_2,173617,7,12
1348,category_2,173617,39,7
1349,category_2,173617,40,21
1350,category_2,173617,41,24
1351,category_2,173617,42,18
1352,category_2,173617,43,26
1353,category_2,173617,44,16
1354,category_2,173617,45,0
1355,category_2,173617,46,6
1356,category_2,173617,47,12
1357,category_2,173617,48,18
1358,category_2,173617,49,14
1359,category_2,173617,50,90
1360,category_2,173617,51,23
1361,category_2,173617,52,41
1362,category_2,174436,1,41
1363,category_2,174436,2,45
1364,category_2,174436,3,45
1365,category_2,174436,4,62
1366,category_2,174436,5,61
1367,category_2,174436,6,47
1368,category_2,174436,7,54
1369,category_2,174436,39,35
1370,category_2,174436,40,64
1371,category_2,174436,41,60
1372,category_2,174436,42,69
1373,category_2,174436,43,85
1374,category_2,174436,44,62
1375,category_2,174436,45,73
1376,category_2,174436,46,47
1377,category_2,174436,47,90
1378,category_2,174436,48,63
1379,category_2,174436,49,45
1380,category_2,174436,50,51
1381,category_2,174436,51,41
1382,category_2,174436,52,37
1383,category_4,210652,1,12
1384,category_4,210652,2,11
1385,category_4,210652,3,15
1386,category_4,210652,4,8
1387,category_4,210652,5,3
1388,category_4,210652,6,12
1389,category_4,210652,7,7
1390,category_4,210652,39,1
1391,category_4,210652,40,5
1392,category_4,210652,41,3
1393,category_4,210652,42,7
1394,category_4,210652,43,5
1395,category_4,210652,44,11
1396,category_4,210652,45,10
1397,category_4,210652,46,1
1398,category_4,210652,47,13
1399,category_4,210652,48,9
1400,category_4,210652,49,2
1401,category_4,210652,50,10
1402,category_4,210652,51,1
1403,category_4,210652,52,6
1404,category_2,210868,1,8
1405,category_2,210868,2,16
1406,category_2,210868,3,12
1407,category_2,210868,4,11
1408,category_2,210868,5,14
1409,category_2,210868,6,4
1410,category_2,210868,7,2
1411,category_2,210868,40,11
1412,category_2,210868,41,9
1413,category_2,210868,42,0
1414,category_2,210868,43,6
1415,category_2,210868,44,8
1416,category_2,210868,45,5
1417,category_2,210868,46,5
1418,category_2,210868,47,6
1419,category_2,210868,48,14
1420,category_2,210868,49,5
1421,category_2,210868,50,7
1422,category_2,210868,51,10
1423,category_2,210868,52,6
1424,category_2,211309,1,7
1425,category_2,211309,2,3
1426,category_2,211309,3,18
1427,category_2,211309,4,21
1428,category_2,211309,5,30
1429,category_2,211309,6,14
1430,category_2,211309,7,11
1431,category_2,211309,39,11
1432,category_2,211309,40,12
1433,category_2,211309,41,24
1434,category_2,211309,42,10
1435,category_2,211309,43,10
1436,category_2,211309,44,10
1437,category_2,211309,45,13
1438,category_2,211309,46,25
1439,category_2,211309,47,9
1440,category_2,211309,48,12
1441,category_2,211309,49,12
1442,category_2,211309,50,19
1443,category_2,211309,51,11
1444,category_2,211309,52,7
1445,category_2,213802,1,8
1446,category_2,213802,2,9
1447,category_2,213802,3,7
1448,category_2,213802,4,9
1449,category_2,213802,5,17
1450,category_2,213802,6,7
1451,category_2,213802,7,3
1452,category_2,213802,39,5
1453,category_2,213802,40,11
1454,category_2,213802,41,14
1455,category_2,213802,42,11
1456,category_2,213802,43,8
1457,category_2,213802,44,6
1458,category_2,213802,45,6
1459,category_2,213802,46,3
1460,category_2,213802,47,7
1461,category_2,213802,48,15
1462,category_2,213802,49,11
1463,category_2,213802,50,9
1464,category_2,213802,51,9
1465,category_2,213802,52,4
1466,category_2,216151,1,17
1467,category_2,216151,2,23
1468,category_2,216151,3,18
1469,category_2,216151,4,20
1470,category_2,216151,5,14
1471,category_2,216151,6,13
1472,category_2,216151,7,3
1473,category_2,216151,39,8
1474,category_2,216151,40,12
1475,category_2,216151,41,20
1476,category_2,216151,42,18
1477,category_2,216151,43,12
1478,category_2,216151,44,9
1479,category_2,216151,45,30
1480,category_2,216151,46,19
1481,category_2,216151,47,15
1482,category_2,216151,48,14
1483,category_2,216151,49,19
1484,category_2,216151,50,14
1485,category_2,216151,51,17
1486,category_2,216151,52,16
1487,category_2,225259,1,0
1488,category_2,225259,2,20
1489,category_2,225259,3,14
1490,category_2,225259,4,5
1491,category_2,225259,5,23
1492,category_2,225259,6,14
1493,category_2,225259,7,1
1494,category_2,225259,39,8
1495,category_2,225259,40,17
1496,category_2,225259,41,11
1497,category_2,225259,42,15
1498,category_2,225259,43,11
1499,category_2,225259,44,5
1500,category_2,225259,45,9
1501,category_2,225259,46,10
1502,category_2,225259,47,10
1503,category_2,225259,48,18
1504,category_2,225259,49,15
1505,category_2,225259,50,14
1506,category_2,225259,51,14
1507,category_2,225259,52,9
1508,category_4,245581,1,80
1509,category_4,245581,2,136
1510,category_4,245581,3,118
1511,category_4,245581,4,188
1512,category_4,245581,5,143
1513,category_4,245581,6,153
1514,category_4,245581,7,83
1515,category_4,245581,39,24
1516,category_4,245581,40,66
1517,category_4,245581,41,89
1518,category_4,245581,42,59
1519,category_4,245581,43,111
1520,category_4,245581,44,56
1521,category_4,245581,45,88
1522,category_4,245581,46,54
1523,category_4,245581,47,76
1524,category_4,245581,48,74
1525,category_4,245581,49,104
1526,category_4,245581,50,76
1527,category_4,245581,51,93
1528,category_4,245581,52,96
1529,category_2,248272,1,20
1530,category_2,248272,2,26
1531,category_2,248272,3,9
1532,category_2,248272,4,28
1533,category_2,248272,5,19
1534,category_2,248272,6,19
1535,category_2,248272,7,16
1536,category_2,248272,39,14
1537,category_2,248272,40,17
1538,category_2,248272,41,0
1539,category_2,248272,42,0
1540,category_2,248272,43,0
1541,category_2,248272,44,30
1542,category_2,248272,45,24
1543,category_2,248272,46,29
1544,category_2,248272,47,24
1545,category_2,248272,48,16
1546,category_2,248272,49,13
1547,category_2,248272,50,16
1548,category_2,248272,51,24
1549,category_2,248272,52,25
1550,category_2,262384,1,11
1551,category_2,262384,2,20
1552,category_2,262384,3,14
1553,category_2,262384,4,13
1554,category_2,262384,5,17
1555,category_2,262384,6,16
1556,category_2,262384,7,5
1557,category_2,262384,39,3
1558,category_2,262384,40,9
1559,category_2,262384,41,7
1560,category_2,262384,42,13
1561,category_2,262384,43,14
1562,category_2,262384,44,19
1563,category_2,262384,45,7
1564,category_2,262384,46,15
1565,category_2,262384,47,17
1566,category_2,262384,48,17
1567,category_2,262384,49,16
1568,category_2,262384,50,19
1569,category_2,262384,51,18
1570,category_2,262384,52,21
1571,category_2,267478,1,6
1572,category_2,267478,2,9
1573,category_2,267478,3,4
1574,category_2,267478,4,6
1575,category_2,267478,5,13
1576,category_2,267478,6,11
1577,category_2,267478,7,4
1578,category_2,267478,39,11
1579,category_2,267478,40,44
1580,category_2,267478,41,23
1581,category_2,267478,42,9
1582,category_2,267478,43,4
1583,category_2,267478,44,12
1584,category_2,267478,45,5
1585,category_2,267478,46,5
1586,category_2,267478,47,13
1587,category_2,267478,48,12
1588,category_2,267478,49,0
1589,category_2,267478,50,0
1590,category_2,267478,51,5
1591,category_2,267478,52,10
1592,category_2,267496,1,10
1593,category_2,267496,2,10
1594,category_2,267496,3,10
1595,category_2,267496,4,11
1596,category_2,267496,5,15
1597,category_2,267496,6,5
1598,category_2,267496,7,4
1599,category_2,267496,44,7
1600,category_2,267496,45,15
1601,category_2,267496,46,2
1602,category_2,267496,47,11
1603,category_2,267496,48,11
1604,category_2,267496,49,15
1605,category_2,267496,50,10
1606,category_2,267496,51,9
1607,category_2,267496,52,8
1608,category_1,370195,1,57
1609,category_1,370195,2,34
1610,category_1,370195,3,29
1611,category_1,370195,4,37
1612,category_1,370195,5,56
1613,category_1,370195,6,52
1614,category_1,370195,7,13
1615,category_1,370195,39,20
1616,category_1,370195,40,35
1617,category_1,370195,41,26
1618,category_1,370195,42,48
1619,category_1,370195,43,41
1620,category_1,370195,44,44
1621,category_1,370195,45,63
1622,category_1,370195,46,20
1623,category_1,370195,47,48
1624,category_1,370195,48,56
1625,category_1,370195,49,90
1626,category_1,370195,50,47
1627,category_1,370195,51,96
1628,category_1,370195,52,67
1629,category_1,371104,1,10
1630,category_1,371104,2,16
1631,category_1,371104,3,8
1632,category_1,371104,4,7
1633,category_1,371104,5,6
1634,category_1,371104,6,21
1635,category_1,371104,7,4
1636,category_1,371104,39,4
1637,category_1,371104,40,6
1638,category_1,371104,41,6
1639,category_1,371104,42,12
1640,category_1,371104,43,11
1641,category_1,371104,44,4
1642,category_1,371104,45,6
1643,category_1,371104,46,11
1644,category_1,371104,47,5
1645,category_1,371104,48,24
1646,category_1,371104,49,9
1647,category_1,371104,50,23
1648,category_1,371104,51,7
1649,category_1,371104,52,4
1650,category_1,371239,1,16
1651,category_1,371239,2,16
1652,category_1,371239,3,9
1653,category_1,371239,4,14
1654,category_1,371239,5,16
1655,category_1,371239,6,9
1656,category_1,371239,7,4
1657,category_1,371239,39,11
1658,category_1,371239,40,10
1659,category_1,371239,41,8
1660,category_1,371239,42,6
1661,category_1,371239,43,19
1662,category_1,371239,44,9
1663,category_1,371239,45,6
1664,category_1,371239,46,13
1665,category_1,371239,47,3
1666,category_1,371239,48,21
1667,category_1,371239,49,17
1668,category_1,371239,50,13
1669,category_1,371239,51,27
1670,category_1,371239,52,72
1671,category_1,379249,1,48
1672,category_1,379249,2,45
1673,category_1,379249,3,73
1674,category_1,379249,4,126
1675,category_1,379249,5,84
1676,category_1,379249,6,12
1677,category_1,379249,7,46
1678,category_1,379249,39,7
1679,category_1,379249,40,26
1680,category_1,379249,41,35
1681,category_1,379249,42,30
1682,category_1,379249,43,35
1683,category_1,379249,44,35
1684,category_1,379249,45,29
1685,category_1,379249,46,43
1686,category_1,379249,47,38
1687,category_1,379249,48,53
1688,category_1,379249,49,49
1689,category_1,379249,50,54
1690,category_1,379249,51,106
1691,category_1,379249,52,157
1692,category_3,397213,1,23
1693,category_3,397213,2,27
1694,category_3,397213,3,24
1695,category_3,397213,4,27
1696,category_3,397213,5,20
1697,category_3,397213,6,22
1698,category_3,397213,7,6
1699,category_3,397213,39,10
1700,category_3,397213,40,6
1701,category_3,397213,41,26
1702,category_3,397213,42,1
1703,category_3,397213,43,9
1704,category_3,397213,44,49
1705,category_3,397213,45,18
1706,category_3,397213,46,9
1707,category_3,397213,47,7
1708,category_3,397213,48,12
1709,category_3,397213,49,3
1710,category_3,397213,50,19
1711,category_3,397213,51,11
1712,category_3,397213,52,26
1713,category_2,399220,1,16
1714,category_2,399220,2,25
1715,category_2,399220,3,17
1716,category_2,399220,4,16
1717,category_2,399220,5,30
1718,category_2,399220,6,37
1719,category_2,399220,7,14
1720,category_2,399220,39,6
1721,category_2,399220,40,23
1722,category_2,399220,41,17
1723,category_2,399220,42,20
1724,category_2,399220,43,26
1725,category_2,399220,44,19
1726,category_2,399220,45,19
1727,category_2,399220,46,13
1728,category_2,399220,47,28
1729,category_2,399220,48,35
1730,category_2,399220,49,31
1731,category_2,399220,50,58
1732,category_2,399220,51,91
1733,category_2,399220,52,96
1734,category_1,416212,1,7
1735,category_1,416212,2,7
1736,category_1,416212,3,9
1737,category_1,416212,4,12
1738,category_1,416212,5,12
1739,category_1,416212,6,16
1740,category_1,416212,7,2
1741,category_1,416212,39,5
1742,category_1,416212,40,4
1743,category_1,416212,41,3
1744,category_1,416212,42,10
1745,category_1,416212,43,8
1746,category_1,416212,44,6
1747,category_1,416212,45,4
1748,category_1,416212,46,10
1749,category_1,416212,47,9
1750,category_1,416212,48,13
1751,category_1,416212,49,10
1752,category_1,416212,50,3
1753,category_1,416212,51,4
1754,category_1,416212,52,9
1755,category_2,687616,1,22
1756,category_2,687616,2,15
1757,category_2,687616,3,9
1758,category_2,687616,4,13
1759,category_2,687616,5,18
1760,category_2,687616,6,14
1761,category_2,687616,7,13
1762,category_2,687616,39,15
1763,category_2,687616,40,15
1764,category_2,687616,41,10
1765,category_2,687616,42,0
1766,category_2,687616,43,0
1767,category_2,687616,44,0
1768,category_2,687616,45,7
1769,category_2,687616,46,10
1770,category_2,687616,47,22
1771,category_2,687616,48,19
1772,category_2,687616,49,23
1773,category_2,687616,50,23
1774,category_2,687616,51,25
1775,category_2,687616,52,15
1776,category_4,731104,1,23
1777,category_4,731104,2,10
1778,category_4,731104,3,10
1779,category_4,731104,4,0
1780,category_4,731104,5,24
1781,category_4,731104,39,7
1782,category_4,731104,40,25
1783,category_4,731104,41,14
1784,category_4,731104,42,9
1785,category_4,731104,43,12
1786,category_4,731104,44,23
1787,category_4,731104,45,10
1788,category_4,731104,46,29
1789,category_4,731104,47,7
1790,category_4,731104,48,27
1791,category_4,731104,49,9
1792,category_4,731104,50,23
1793,category_4,731104,51,19
1794,category_4,731104,52,28
1795,category_2,745945,1,12
1796,category_2,745945,2,16
1797,category_2,745945,3,15
1798,category_2,745945,4,10
1799,category_2,745945,5,7
1800,category_2,745945,6,16
1801,category_2,745945,7,5
1802,category_2,745945,39,5
1803,category_2,745945,40,15
1804,category_2,745945,41,2
1805,category_2,745945,42,2
1806,category_2,745945,43,45
1807,category_2,745945,44,39
1808,category_2,745945,45,47
1809,category_2,745945,46,25
1810,category_2,745945,47,21
1811,category_2,745945,48,9
1812,category_2,745945,49,6
1813,category_2,745945,50,9
1814,category_2,745945,51,21
1815,category_2,745945,52,18
1816,category_4,753613,1,43
1817,category_4,753613,2,59
1818,category_4,753613,3,121
1819,category_4,753613,4,104
1820,category_4,753613,5,36
1821,category_4,753613,6,129
1822,category_4,753613,7,112
1823,category_4,753613,39,5
1824,category_4,753613,40,32
1825,category_4,753613,41,11
1826,category_4,753613,42,12
1827,category_4,753613,43,19
1828,category_4,753613,44,40
1829,category_4,753613,45,34
1830,category_4,753613,46,10
1831,category_4,753613,47,36
1832,category_4,753613,48,32
1833,category_4,753613,49,5
1834,category_4,753613,50,25
1835,category_4,753613,51,17
1836,category_4,753613,52,36
1837,category_1,755584,1,53
1838,category_1,755584,2,66
1839,category_1,755584,3,95
1840,category_1,755584,4,62
1841,category_1,755584,5,57
1842,category_1,755584,6,54
1843,category_1,755584,7,10
1844,category_1,755584,39,9
1845,category_1,755584,40,31
1846,category_1,755584,41,13
1847,category_1,755584,42,13
1848,category_1,755584,43,78
1849,category_1,755584,44,27
1850,category_1,755584,45,30
1851,category_1,755584,46,73
1852,category_1,755584,47,35
1853,category_1,755584,48,51
1854,category_1,755584,49,20
1855,category_1,755584,50,20
1856,category_1,755584,51,28
1857,category_1,755584,52,26
1858,category_2,815101,1,22
1859,category_2,815101,2,21
1860,category_2,815101,3,30
1861,category_2,815101,4,31
1862,category_2,815101,5,16
1863,category_2,815101,6,21
1864,category_2,815101,7,6
1865,category_2,815101,39,15
1866,category_2,815101,40,26
1867,category_2,815101,41,21
1868,category_2,815101,42,31
1869,category_2,815101,43,31
1870,category_2,815101,44,18
1871,category_2,815101,45,22
1872,category_2,815101,46,21
1873,category_2,815101,47,40
1874,category_2,815101,48,25
1875,category_2,815101,49,44
1876,category_2,815101,50,39
1877,category_2,815101,51,32
1878,category_2,815101,52,25
1879,category_2,836125,1,23
1880,category_2,836125,2,31
1881,category_2,836125,3,24
1882,category_2,836125,4,74
1883,category_2,836125,5,113
1884,category_2,836125,6,33
1885,category_2,836125,7,21
1886,category_2,836125,39,11
1887,category_2,836125,40,42
1888,category_2,836125,41,19
1889,category_2,836125,42,23
1890,category_2,836125,43,29
1891,category_2,836125,44,42
1892,category_2,836125,45,48
1893,category_2,836125,46,59
1894,category_2,836125,47,32
1895,category_2,836125,48,39
1896,category_2,836125,49,34
1897,category_2,836125,50,29
1898,category_2,836125,51,32
1899,category_2,836125,52,32
1900,category_2,836152,1,20
1901,category_2,836152,2,32
1902,category_2,836152,3,20
1903,category_2,836152,4,10
1904,category_2,836152,5,11
1905,category_2,836152,6,21
1906,category_2,836152,7,34
1907,category_2,836152,39,9
1908,category_2,836152,40,22
1909,category_2,836152,41,10
1910,category_2,836152,42,12
1911,category_2,836152,43,18
1912,category_2,836152,44,16
1913,category_2,836152,45,16
1914,category_2,836152,46,18
1915,category_2,836152,47,12
1916,category_2,836152,48,44
1917,category_2,836152,49,37
1918,category_2,836152,50,17
1919,category_2,836152,51,11
1920,category_2,836152,52,20
1921,category_4,836584,1,271
1922,category_4,836584,2,38
1923,category_4,836584,3,0
1924,category_4,836584,4,118
1925,category_4,836584,5,242
1926,category_4,836584,39,83
1927,category_4,836584,40,70
1928,category_4,836584,41,143
1929,category_4,836584,42,88
1930,category_4,836584,43,124
1931,category_4,836584,44,163
1932,category_4,836584,45,123
1933,category_4,836584,46,123
1934,category_4,836584,47,296
1935,category_4,836584,48,162
1936,category_4,836584,49,112
1937,category_4,836584,50,150
1938,category_4,836584,51,101
1939,category_4,836584,52,129
1940,category_2,837943,1,63
1941,category_2,837943,2,55
1942,category_2,837943,3,112
1943,category_2,837943,4,88
1944,category_2,837943,5,95
1945,category_2,837943,6,78
1946,category_2,837943,7,73
1947,category_2,837943,39,40
1948,category_2,837943,40,85
1949,category_2,837943,41,50
1950,category_2,837943,42,80
1951,category_2,837943,43,102
1952,category_2,837943,44,89
1953,category_2,837943,45,79
1954,category_2,837943,46,107
1955,category_2,837943,47,102
1956,category_2,837943,48,94
1957,category_2,837943,49,96
1958,category_2,837943,50,84
1959,category_2,837943,51,89
1960,category_2,837943,52,88
1961,category_2,838456,1,19
1962,category_2,838456,2,23
1963,category_2,838456,3,17
1964,category_2,838456,4,13
1965,category_2,838456,5,14
1966,category_2,838456,6,13
1967,category_2,838456,7,14
1968,category_2,838456,39,5
1969,category_2,838456,40,11
1970,category_2,838456,41,13
1971,category_2,838456,42,8
1972,category_2,838456,43,16
1973,category_2,838456,44,11
1974,category_2,838456,45,13
1975,category_2,838456,46,18
1976,category_2,838456,47,17
1977,category_2,838456,48,21
1978,category_2,838456,49,18
1979,category_2,838456,50,18
1980,category_2,838456,51,24
1981,category_2,838456,52,25
1982,category_1,839356,1,68
1983,category_1,839356,2,35
1984,category_1,839356,3,148
1985,category_1,839356,4,94
1986,category_1,839356,5,73
1987,category_1,839356,6,92
1988,category_1,839356,7,40
1989,category_1,839356,39,6
1990,category_1,839356,40,21
1991,category_1,839356,41,30
1992,category_1,839356,42,53
1993,category_1,839356,43,89
1994,category_1,839356,44,18
1995,category_1,839356,45,57
1996,category_1,839356,46,38
1997,category_1,839356,47,28
1998,category_1,839356,48,13
1999,category_1,839356,49,46
2000,category_1,839356,50,33
2001,category_1,839356,51,32
2002,category_1,839356,52,25
2003,category_1,839374,1,107
2004,category_1,839374,2,55
2005,category_1,839374,3,48
2006,category_1,839374,4,35
2007,category_1,839374,5,47
2008,category_1,839374,6,63
2009,category_1,839374,7,41
2010,category_1,839374,39,30
2011,category_1,839374,40,13
2012,category_1,839374,41,25
2013,category_1,839374,42,13
2014,category_1,839374,43,78
2015,category_1,839374,44,38
2016,category_1,839374,45,19
2017,category_1,839374,46,14
2018,category_1,839374,47,37
2019,category_1,839374,48,28
2020,category_1,839374,49,20
2021,category_1,839374,50,50
2022,category_1,839374,51,27
2023,category_1,839374,52,57
2024,category_2,858886,1,15
2025,category_2,858886,2,10
2026,category_2,858886,3,18
2027,category_2,858886,4,6
2028,category_2,858886,5,9
2029,category_2,858886,6,9
2030,category_2,858886,7,3
2031,category_2,858886,39,5
2032,category_2,858886,40,10
2033,category_2,858886,41,16
2034,category_2,858886,42,7
2035,category_2,858886,43,14
2036,category_2,858886,44,9
2037,category_2,858886,45,4
2038,category_2,858886,46,8
2039,category_2,858886,47,8
2040,category_2,858886,48,19
2041,category_2,858886,49,3
2042,category_2,858886,50,11
2043,category_2,858886,51,11
2044,category_2,858886,52,5
2045,category_2,865933,1,10
2046,category_2,865933,2,24
2047,category_2,865933,3,11
2048,category_2,865933,4,13
2049,category_2,865933,5,23
2050,category_2,865933,6,21
2051,category_2,865933,7,9
2052,category_2,865933,39,24
2053,category_2,865933,40,40
2054,category_2,865933,41,36
2055,category_2,865933,42,31
2056,category_2,865933,43,61
2057,category_2,865933,44,29
2058,category_2,865933,45,14
2059,category_2,865933,46,5
2060,category_2,865933,47,13
2061,category_2,865933,48,25
2062,category_2,865933,49,25
2063,category_2,865933,50,28
2064,category_2,865933,51,16
