CategoryCode,ItemCode,DateID,DailySales,PromoStarted,PromoEnded,DiscountValue,DiscountType,SellingPrice
category_2,1090258,2021-10-31,19,2021-10-29,2021-11-04,25,Percentage,130
category_2,1090258,2021-10-30,27,2021-10-29,2021-11-04,25,Percentage,130
category_2,1090258,2021-11-03,12,2021-10-29,2021-11-04,25,Percentage,130
category_2,1090258,2022-01-17,10,2022-01-14,2022-01-20,30,Percentage,140
category_2,1090258,2022-01-16,16,2022-01-14,2022-01-20,30,Percentage,140
category_2,1090258,2022-01-15,18,2022-01-14,2022-01-20,30,Percentage,140
category_2,1090258,2022-01-19,8,2022-01-14,2022-01-20,30,Percentage,140
category_2,1090258,2022-01-18,19,2022-01-14,2022-01-20,30,Percentage,140
category_2,1090258,2022-02-09,7,2022-02-04,2022-02-10,10,Percentage,140
category_2,1090258,2022-02-08,11,2022-02-04,2022-02-10,10,Percentage,140
category_2,1090258,2022-02-05,3,2022-02-04,2022-02-10,10,Percentage,140
category_2,1090258,2022-02-06,4,2022-02-04,2022-02-10,10,Percentage,140
category_2,1090258,2022-02-07,9,2022-02-04,2022-02-10,10,Percentage,140
category_2,1090258,2021-12-04,24,2021-12-03,2021-12-09,30,Percentage,140
category_2,1090258,2021-12-05,24,2021-12-03,2021-12-09,30,Percentage,140
category_2,1090258,2021-12-06,1,2021-12-03,2021-12-09,30,Percentage,140
category_2,1006099,2022-01-30,3,2022-01-28,2022-02-03,10,Percentage,80
category_2,1006099,2022-02-02,7,2022-01-28,2022-02-03,10,Percentage,80
category_2,1006099,2022-02-01,2,2022-01-28,2022-02-03,10,Percentage,80
category_2,1006099,2022-01-31,2,2022-01-28,2022-02-03,10,Percentage,80
category_2,1006099,2021-11-09,1,2021-11-05,2021-11-11,10,Percentage,80
category_2,1006099,2021-11-10,5,2021-11-05,2021-11-11,10,Percentage,80
category_2,1006099,2021-11-08,9,2021-11-05,2021-11-11,10,Percentage,80
category_2,1006099,2021-11-07,3,2021-11-05,2021-11-11,10,Percentage,80
category_2,1006099,2022-01-17,3,2022-01-14,2022-01-20,10,Percentage,80
category_2,1006099,2022-01-16,4,2022-01-14,2022-01-20,10,Percentage,80
category_2,1006099,2022-01-19,4,2022-01-14,2022-01-20,10,Percentage,80
category_2,1006099,2022-01-18,10,2022-01-14,2022-01-20,10,Percentage,80
category_2,1006099,2022-02-05,10,2022-02-04,2022-02-10,10,Percentage,80
category_2,1006099,2022-02-06,1,2022-02-04,2022-02-10,10,Percentage,80
category_2,1006099,2022-02-07,9,2022-02-04,2022-02-10,10,Percentage,80
category_1,1075651,2021-12-25,6,2021-12-24,2021-12-30,10,Percentage,70
category_1,1075651,2021-12-27,1,2021-12-24,2021-12-30,10,Percentage,70
category_1,1075651,2021-12-28,5,2021-12-24,2021-12-30,10,Percentage,70
category_1,1075651,2021-12-29,1,2021-12-24,2021-12-30,10,Percentage,70
category_1,1075651,2021-11-09,2,2021-11-05,2021-11-11,10,Percentage,70
category_1,1075651,2021-11-10,3,2021-11-05,2021-11-11,10,Percentage,70
category_1,1075651,2021-11-08,3,2021-11-05,2021-11-11,10,Percentage,70
category_1,1075651,2021-11-06,3,2021-11-05,2021-11-11,10,Percentage,70
category_1,1075651,2021-12-22,2,2021-12-17,2021-12-23,10,Percentage,70
category_1,1075651,2021-12-18,5,2021-12-17,2021-12-23,10,Percentage,70
category_1,1075651,2021-12-21,2,2021-12-17,2021-12-23,10,Percentage,70
category_1,1075651,2021-12-20,5,2021-12-17,2021-12-23,10,Percentage,70
category_1,1075651,2021-12-04,1,2021-12-03,2021-12-09,10,Percentage,70
category_1,1075651,2021-12-07,1,2021-12-03,2021-12-09,10,Percentage,70
category_1,1075651,2021-12-05,1,2021-12-03,2021-12-09,10,Percentage,70
category_1,1075651,2021-12-08,4,2021-12-03,2021-12-09,10,Percentage,70
category_1,1075651,2021-11-13,3,2021-11-12,2021-11-18,10,Percentage,70
category_1,1075651,2021-11-15,2,2021-11-12,2021-11-18,10,Percentage,70
category_1,1075651,2021-11-14,1,2021-11-12,2021-11-18,10,Percentage,70
category_1,1075651,2021-11-01,2,2021-10-29,2021-11-04,10,Percentage,70
category_1,1075651,2021-10-30,2,2021-10-29,2021-11-04,10,Percentage,70
category_1,1075651,2021-11-03,2,2021-10-29,2021-11-04,10,Percentage,70
category_1,1075651,2021-12-01,2,2021-11-26,2021-12-02,10,Percentage,70
category_1,1075651,2021-11-29,1,2021-11-26,2021-12-02,10,Percentage,70
category_1,1075651,2021-11-30,2,2021-11-26,2021-12-02,10,Percentage,70
category_1,1075651,2021-12-11,4,2021-12-10,2021-12-16,10,Percentage,70
category_1,1075651,2021-12-14,3,2021-12-10,2021-12-16,10,Percentage,70
category_1,1075651,2021-11-22,2,2021-11-19,2021-11-25,10,Percentage,70
category_1,1075651,2021-11-24,4,2021-11-19,2021-11-25,10,Percentage,70
category_1,1075651,2021-11-21,1,2021-11-19,2021-11-25,10,Percentage,70
category_1,1075651,2021-11-20,1,2021-11-19,2021-11-25,10,Percentage,70
category_2,130993,2021-11-13,10,2021-11-12,2021-11-18,15,Percentage,70
category_2,130993,2021-11-15,8,2021-11-12,2021-11-18,15,Percentage,70
category_2,130993,2021-11-14,13,2021-11-12,2021-11-18,15,Percentage,70
category_2,130993,2021-11-16,9,2021-11-12,2021-11-18,15,Percentage,70
category_2,130993,2021-11-17,15,2021-11-12,2021-11-18,15,Percentage,70
category_2,130993,2022-02-13,13,2022-02-11,2022-02-17,10,Percentage,70
category_2,130993,2022-02-12,5,2022-02-11,2022-02-17,10,Percentage,70
category_2,130993,2022-02-14,7,2022-02-11,2022-02-17,10,Percentage,70
category_2,130993,2022-02-15,19,2022-02-11,2022-02-17,10,Percentage,70
category_2,130993,2022-01-17,4,2022-01-14,2022-01-20,10,Percentage,70
category_2,130993,2022-01-16,4,2022-01-14,2022-01-20,10,Percentage,70
category_2,130993,2022-01-15,4,2022-01-14,2022-01-20,10,Percentage,70
category_2,130993,2022-01-19,3,2022-01-14,2022-01-20,10,Percentage,70
category_2,130993,2022-01-18,8,2022-01-14,2022-01-20,10,Percentage,70
category_3,1081069,2022-01-23,4,2022-01-21,2022-01-27,10,Percentage,45
category_3,1081069,2022-01-26,11,2022-01-21,2022-01-27,10,Percentage,45
category_3,1081069,2022-01-24,6,2022-01-21,2022-01-27,10,Percentage,45
category_3,1081069,2022-01-25,3,2022-01-21,2022-01-27,10,Percentage,45
category_3,1081069,2022-01-06,5,2022-01-04,2022-01-13,10,Percentage,45
category_3,1081069,2022-01-05,1,2022-01-04,2022-01-13,10,Percentage,45
category_3,1081069,2022-01-12,2,2022-01-04,2022-01-13,10,Percentage,45
category_3,1081069,2022-01-10,1,2022-01-04,2022-01-13,10,Percentage,45
category_3,1081069,2022-01-07,1,2022-01-04,2022-01-13,10,Percentage,45
category_3,1081069,2022-01-11,4,2022-01-04,2022-01-13,10,Percentage,45
category_3,1081069,2022-01-15,1,2022-01-14,2022-01-20,10,Percentage,45
category_3,1081069,2022-01-19,10,2022-01-14,2022-01-20,10,Percentage,45
category_3,1081069,2022-01-18,3,2022-01-14,2022-01-20,10,Percentage,45
category_2,1090258,2022-01-30,4,2022-01-28,2022-02-03,10,Percentage,140
category_2,1090258,2022-01-29,3,2022-01-28,2022-02-03,10,Percentage,140
category_2,1090258,2022-02-02,2,2022-01-28,2022-02-03,10,Percentage,140
category_2,1090258,2022-02-01,2,2022-01-28,2022-02-03,10,Percentage,140
category_2,1090258,2022-01-31,4,2022-01-28,2022-02-03,10,Percentage,140
category_2,1090258,2021-11-01,11,2021-10-29,2021-11-04,25,Percentage,130
category_2,1090258,2021-11-02,5,2021-10-29,2021-11-04,25,Percentage,130
category_2,1090258,2021-10-31,19,2021-10-29,2021-11-04,25,Percentage,130
category_2,1090258,2021-10-30,27,2021-10-29,2021-11-04,25,Percentage,130
category_2,1090258,2021-11-03,12,2021-10-29,2021-11-04,25,Percentage,130
category_2,1090258,2022-01-17,10,2022-01-14,2022-01-20,30,Percentage,140
category_2,1090258,2022-01-16,16,2022-01-14,2022-01-20,30,Percentage,140
category_2,1090258,2022-01-15,18,2022-01-14,2022-01-20,30,Percentage,140
category_2,1090258,2022-01-19,8,2022-01-14,2022-01-20,30,Percentage,140
category_2,1090258,2022-01-18,19,2022-01-14,2022-01-20,30,Percentage,140
category_2,1090258,2022-02-09,7,2022-02-04,2022-02-10,10,Percentage,140
category_2,1090258,2022-02-08,11,2022-02-04,2022-02-10,10,Percentage,140
category_2,1090258,2022-02-05,3,2022-02-04,2022-02-10,10,Percentage,140
category_2,1090258,2022-02-06,4,2022-02-04,2022-02-10,10,Percentage,140
category_2,1090258,2022-02-07,9,2022-02-04,2022-02-10,10,Percentage,140
category_2,1090258,2021-12-04,24,2021-12-03,2021-12-09,30,Percentage,140
category_2,1090258,2021-12-05,24,2021-12-03,2021-12-09,30,Percentage,140
category_2,1090258,2021-12-06,1,2021-12-03,2021-12-09,30,Percentage,140
category_2,999403,2021-11-09,2,2021-11-05,2021-11-11,10,Percentage,250
category_2,999403,2021-11-10,5,2021-11-05,2021-11-11,10,Percentage,250
category_2,999403,2021-11-08,2,2021-11-05,2021-11-11,10,Percentage,250
category_2,999403,2021-11-07,4,2021-11-05,2021-11-11,10,Percentage,250
category_1,1048975,2021-12-19,3,2021-12-17,2021-12-23,10,Percentage,70
category_1,1048975,2021-12-22,2,2021-12-17,2021-12-23,10,Percentage,70
category_1,1048975,2021-12-18,1,2021-12-17,2021-12-23,10,Percentage,70
category_1,1048975,2021-12-21,4,2021-12-17,2021-12-23,10,Percentage,70
category_1,1048975,2021-12-20,2,2021-12-17,2021-12-23,10,Percentage,70
category_1,1048975,2021-11-15,1,2021-11-12,2021-11-18,10,Percentage,70
category_1,1048975,2021-11-14,1,2021-11-12,2021-11-18,10,Percentage,70
category_1,1048975,2021-11-16,5,2021-11-12,2021-11-18,10,Percentage,70
category_1,1048975,2021-11-17,5,2021-11-12,2021-11-18,10,Percentage,70
category_1,1048975,2021-11-01,2,2021-10-29,2021-11-04,10,Percentage,70
category_1,1048975,2021-11-02,2,2021-10-29,2021-11-04,10,Percentage,70
category_1,1048975,2021-10-31,2,2021-10-29,2021-11-04,10,Percentage,70
category_1,1048975,2021-10-30,1,2021-10-29,2021-11-04,10,Percentage,70
category_1,1048975,2021-11-03,1,2021-10-29,2021-11-04,10,Percentage,70
category_1,1048975,2021-11-24,2,2021-11-19,2021-11-25,10,Percentage,70
category_1,1048975,2022-01-30,12,2022-01-28,2022-02-03,10,Percentage,70
category_1,1048975,2022-01-29,13,2022-01-28,2022-02-03,10,Percentage,70
category_1,1048975,2022-02-01,4,2022-01-28,2022-02-03,10,Percentage,70
category_1,1048975,2022-02-02,10,2022-01-28,2022-02-03,10,Percentage,70
category_1,1048975,2022-01-31,5,2022-01-28,2022-02-03,10,Percentage,70
category_1,1048975,2021-12-04,5,2021-12-03,2021-12-09,10,Percentage,70
category_1,1048975,2021-12-07,3,2021-12-03,2021-12-09,10,Percentage,70
category_1,1048975,2021-12-08,2,2021-12-03,2021-12-09,10,Percentage,70
category_1,1048975,2021-12-06,2,2021-12-03,2021-12-09,10,Percentage,70
category_1,1048975,2021-12-01,3,2021-11-26,2021-12-02,10,Percentage,70
category_1,1048975,2021-11-30,3,2021-11-26,2021-12-02,10,Percentage,70
category_1,1048975,2021-11-09,1,2021-11-05,2021-11-11,10,Percentage,70
category_1,1048975,2021-11-08,3,2021-11-05,2021-11-11,10,Percentage,70
category_1,1048975,2021-11-06,2,2021-11-05,2021-11-11,10,Percentage,70
category_1,1048975,2022-02-13,3,2022-02-11,2022-02-17,10,Percentage,70
category_1,1048975,2022-02-12,3,2022-02-11,2022-02-17,10,Percentage,70
category_1,1048975,2022-02-16,1,2022-02-11,2022-02-17,10,Percentage,70
category_1,1048975,2022-02-14,4,2022-02-11,2022-02-17,10,Percentage,70
category_1,1048975,2022-02-15,6,2022-02-11,2022-02-17,10,Percentage,70
category_1,1048975,2022-02-09,5,2022-02-04,2022-02-10,10,Percentage,70
category_1,1048975,2022-02-08,5,2022-02-04,2022-02-10,10,Percentage,70
category_1,1048975,2022-02-05,4,2022-02-04,2022-02-10,10,Percentage,70
category_1,1048975,2022-02-06,2,2022-02-04,2022-02-10,10,Percentage,70
category_1,1048975,2022-02-07,3,2022-02-04,2022-02-10,10,Percentage,70
category_1,1048975,2021-12-12,3,2021-12-10,2021-12-16,10,Percentage,70
category_1,1048975,2021-12-11,2,2021-12-10,2021-12-16,10,Percentage,70
category_1,1048975,2021-12-13,1,2021-12-10,2021-12-16,10,Percentage,70
category_1,1048975,2021-12-14,2,2021-12-10,2021-12-16,10,Percentage,70
category_1,1048975,2021-12-26,5,2021-12-24,2021-12-30,10,Percentage,70
category_1,1048975,2021-12-27,1,2021-12-24,2021-12-30,10,Percentage,70
category_1,1048975,2021-12-28,1,2021-12-24,2021-12-30,10,Percentage,70
category_1,1048975,2021-12-29,3,2021-12-24,2021-12-30,10,Percentage,70
category_1,17287,2021-12-05,5,2021-12-03,2021-12-09,10,Percentage,70
category_1,17287,2021-12-08,15,2021-12-03,2021-12-09,10,Percentage,70
category_1,17287,2021-12-06,2,2021-12-03,2021-12-09,10,Percentage,70
category_1,17287,2021-11-20,5,2021-11-19,2021-11-25,10,Percentage,70
category_1,17287,2021-11-28,3,2021-11-26,2021-12-02,10,Percentage,70
category_1,17287,2021-11-29,9,2021-11-26,2021-12-02,10,Percentage,70
category_1,17287,2021-11-30,1,2021-11-26,2021-12-02,10,Percentage,70
category_1,17287,2022-01-30,12,2022-01-28,2022-02-03,10,Percentage,70
category_1,17287,2022-01-29,9,2022-01-28,2022-02-03,10,Percentage,70
category_1,17287,2022-02-02,1,2022-01-28,2022-02-03,10,Percentage,70
category_1,17287,2022-02-01,5,2022-01-28,2022-02-03,10,Percentage,70
category_1,17287,2022-01-31,7,2022-01-28,2022-02-03,10,Percentage,70
category_1,17287,2021-12-19,2,2021-12-17,2021-12-23,10,Percentage,70
category_1,17287,2021-12-18,2,2021-12-17,2021-12-23,10,Percentage,70
category_1,17287,2021-12-21,3,2021-12-17,2021-12-23,10,Percentage,70
category_1,17287,2021-12-20,9,2021-12-17,2021-12-23,10,Percentage,70
category_1,17287,2021-11-01,5,2021-10-29,2021-11-04,10,Percentage,70
category_1,17287,2021-11-02,2,2021-10-29,2021-11-04,10,Percentage,70
category_1,17287,2021-10-31,9,2021-10-29,2021-11-04,10,Percentage,70
category_1,17287,2021-10-30,2,2021-10-29,2021-11-04,10,Percentage,70
category_1,17287,2022-02-08,7,2022-02-04,2022-02-10,10,Percentage,70
category_1,17287,2022-02-05,1,2022-02-04,2022-02-10,10,Percentage,70
category_1,17287,2021-11-15,1,2021-11-12,2021-11-18,10,Percentage,70
category_1,17287,2021-11-14,6,2021-11-12,2021-11-18,10,Percentage,70
category_1,17287,2021-11-17,2,2021-11-12,2021-11-18,10,Percentage,70
category_1,17287,2022-02-13,9,2022-02-11,2022-02-17,10,Percentage,70
category_1,17287,2022-02-16,5,2022-02-11,2022-02-17,10,Percentage,70
category_1,17287,2022-02-12,3,2022-02-11,2022-02-17,10,Percentage,70
category_1,17287,2022-02-14,11,2022-02-11,2022-02-17,10,Percentage,70
category_1,17287,2022-02-15,2,2022-02-11,2022-02-17,10,Percentage,70
category_1,17287,2021-11-09,1,2021-11-05,2021-11-11,10,Percentage,70
category_1,17287,2021-11-06,7,2021-11-05,2021-11-11,10,Percentage,70
category_1,17287,2021-12-11,1,2021-12-10,2021-12-16,10,Percentage,70
category_1,17287,2021-12-28,7,2021-12-24,2021-12-30,10,Percentage,70
category_1,17287,2021-12-29,2,2021-12-24,2021-12-30,10,Percentage,70
category_2,1101571,2021-12-25,21,2021-12-24,2021-12-30,25,Percentage,140
category_2,1101571,2021-12-26,30,2021-12-24,2021-12-30,25,Percentage,140
category_2,1101571,2021-12-27,17,2021-12-24,2021-12-30,25,Percentage,140
category_2,1101571,2021-12-28,17,2021-12-24,2021-12-30,25,Percentage,140
category_2,1101571,2021-12-29,16,2021-12-24,2021-12-30,25,Percentage,140
category_2,1101571,2022-02-13,6,2022-02-11,2022-02-17,10,Percentage,140
category_2,1101571,2022-02-16,4,2022-02-11,2022-02-17,10,Percentage,140
category_2,1101571,2022-02-12,3,2022-02-11,2022-02-17,10,Percentage,140
category_2,1101571,2022-02-14,2,2022-02-11,2022-02-17,10,Percentage,140
category_2,1101571,2022-01-17,9,2022-01-14,2022-01-20,15,Percentage,140
category_2,1101571,2022-01-16,17,2022-01-14,2022-01-20,15,Percentage,140
category_2,1101571,2022-01-15,20,2022-01-14,2022-01-20,15,Percentage,140
category_2,1101571,2022-01-19,13,2022-01-14,2022-01-20,15,Percentage,140
category_2,1101571,2022-01-18,23,2022-01-14,2022-01-20,15,Percentage,140
category_1,1085749,2022-02-12,1,2022-02-11,2022-02-17,10,Percentage,70
category_1,1085749,2022-02-14,3,2022-02-11,2022-02-17,10,Percentage,70
category_1,1085749,2022-02-15,3,2022-02-11,2022-02-17,10,Percentage,70
category_1,1085749,2021-12-07,1,2021-12-03,2021-12-09,10,Percentage,70
category_1,1085749,2021-12-08,2,2021-12-03,2021-12-09,10,Percentage,70
category_1,1085749,2021-12-06,1,2021-12-03,2021-12-09,10,Percentage,70
category_1,1085749,2021-12-01,1,2021-11-26,2021-12-02,10,Percentage,70
category_1,1085749,2021-11-29,2,2021-11-26,2021-12-02,10,Percentage,70
category_1,1085749,2021-11-30,4,2021-11-26,2021-12-02,10,Percentage,70
category_1,1085749,2021-10-30,4,2021-10-29,2021-11-04,10,Percentage,70
category_1,1085749,2021-11-03,1,2021-10-29,2021-11-04,10,Percentage,70
category_1,1085749,2022-02-09,6,2022-02-04,2022-02-10,10,Percentage,70
category_1,1085749,2022-02-08,1,2022-02-04,2022-02-10,10,Percentage,70
category_1,1085749,2022-02-05,1,2022-02-04,2022-02-10,10,Percentage,70
category_1,1085749,2022-02-06,6,2022-02-04,2022-02-10,10,Percentage,70
category_1,1085749,2022-02-07,1,2022-02-04,2022-02-10,10,Percentage,70
category_1,1085749,2021-12-19,1,2021-12-17,2021-12-23,10,Percentage,70
category_1,1085749,2021-12-22,4,2021-12-17,2021-12-23,10,Percentage,70
category_1,1085749,2021-12-18,6,2021-12-17,2021-12-23,10,Percentage,70
category_1,1085749,2021-12-21,2,2021-12-17,2021-12-23,10,Percentage,70
category_1,1085749,2021-12-20,1,2021-12-17,2021-12-23,10,Percentage,70
category_1,1085749,2021-11-24,4,2021-11-19,2021-11-25,10,Percentage,70
category_1,1085749,2021-11-21,6,2021-11-19,2021-11-25,10,Percentage,70
category_1,1085749,2021-11-20,1,2021-11-19,2021-11-25,10,Percentage,70
category_1,1085749,2022-01-29,1,2022-01-28,2022-02-03,10,Percentage,70
category_1,1085749,2022-01-30,4,2022-01-28,2022-02-03,10,Percentage,70
category_1,1085749,2022-02-01,1,2022-01-28,2022-02-03,10,Percentage,70
category_1,1085749,2022-02-02,6,2022-01-28,2022-02-03,10,Percentage,70
category_1,1085749,2022-01-31,1,2022-01-28,2022-02-03,10,Percentage,70
category_1,1085749,2021-12-12,1,2021-12-10,2021-12-16,10,Percentage,70
category_1,1085749,2021-12-13,2,2021-12-10,2021-12-16,10,Percentage,70
category_1,1085749,2021-12-14,7,2021-12-10,2021-12-16,10,Percentage,70
category_1,1085749,2021-12-15,6,2021-12-10,2021-12-16,10,Percentage,70
category_1,1085749,2021-11-14,2,2021-11-12,2021-11-18,10,Percentage,70
category_1,1085749,2021-11-17,2,2021-11-12,2021-11-18,10,Percentage,70
category_1,1085749,2021-12-25,1,2021-12-24,2021-12-30,10,Percentage,70
category_1,1085749,2021-12-26,4,2021-12-24,2021-12-30,10,Percentage,70
category_1,1085749,2021-12-27,1,2021-12-24,2021-12-30,10,Percentage,70
category_1,1085749,2021-12-28,2,2021-12-24,2021-12-30,10,Percentage,70
category_1,1085749,2021-12-29,1,2021-12-24,2021-12-30,10,Percentage,70
category_1,1085749,2021-11-06,4,2021-11-05,2021-11-11,10,Percentage,70
category_2,1101571,2021-12-25,21,2021-12-24,2021-12-30,25,Percentage,140
category_2,1101571,2021-12-26,30,2021-12-24,2021-12-30,25,Percentage,140
category_2,1101571,2021-12-27,17,2021-12-24,2021-12-30,25,Percentage,140
category_2,1101571,2021-12-28,17,2021-12-24,2021-12-30,25,Percentage,140
category_2,1101571,2021-12-29,16,2021-12-24,2021-12-30,25,Percentage,140
category_2,1101571,2022-02-13,6,2022-02-11,2022-02-17,10,Percentage,140
category_2,1101571,2022-02-16,4,2022-02-11,2022-02-17,10,Percentage,140
category_2,1101571,2022-02-12,3,2022-02-11,2022-02-17,10,Percentage,140
category_2,1101571,2022-02-14,2,2022-02-11,2022-02-17,10,Percentage,140
category_2,1101571,2022-01-17,9,2022-01-14,2022-01-20,15,Percentage,140
category_2,1101571,2022-01-16,17,2022-01-14,2022-01-20,15,Percentage,140
category_2,1101571,2022-01-15,20,2022-01-14,2022-01-20,15,Percentage,140
category_2,1101571,2022-01-19,13,2022-01-14,2022-01-20,15,Percentage,140
category_2,1101571,2022-01-18,23,2022-01-14,2022-01-20,15,Percentage,140
category_2,50785,2022-01-23,13,2022-01-21,2022-01-27,10,Percentage,65
category_2,50785,2022-01-22,2,2022-01-21,2022-01-27,10,Percentage,65
category_2,50785,2022-01-26,16,2022-01-21,2022-01-27,10,Percentage,65
category_2,50785,2022-01-24,5,2022-01-21,2022-01-27,10,Percentage,65
category_2,50785,2022-01-25,7,2022-01-21,2022-01-27,10,Percentage,65
category_2,50785,2022-02-13,20,2022-02-11,2022-02-17,10,Percentage,65
category_2,50785,2022-02-12,24,2022-02-11,2022-02-17,10,Percentage,65
category_2,50785,2022-02-16,8,2022-02-11,2022-02-17,10,Percentage,65
category_2,50785,2022-02-14,16,2022-02-11,2022-02-17,10,Percentage,65
category_2,50785,2022-02-15,2,2022-02-11,2022-02-17,10,Percentage,65
category_2,50785,2021-11-23,4,2021-11-19,2021-11-25,10,Percentage,65
category_2,50785,2021-11-22,4,2021-11-19,2021-11-25,10,Percentage,65
category_2,50785,2021-11-24,5,2021-11-19,2021-11-25,10,Percentage,65
category_2,50785,2021-11-21,7,2021-11-19,2021-11-25,10,Percentage,65
category_2,50785,2021-11-20,4,2021-11-19,2021-11-25,10,Percentage,65
category_4,23200,2022-02-13,17,2022-02-11,2022-02-17,10,Percentage,320
category_4,23200,2022-02-12,5,2022-02-11,2022-02-17,10,Percentage,320
category_4,23200,2022-02-16,5,2022-02-11,2022-02-17,10,Percentage,320
category_4,23200,2021-12-22,11,2021-12-17,2021-12-23,10,Percentage,290
category_4,23200,2021-12-21,8,2021-12-17,2021-12-23,10,Percentage,290
category_4,23200,2021-11-01,10,2021-10-29,2021-11-04,25,Percentage,290
category_4,23200,2021-11-02,4,2021-10-29,2021-11-04,25,Percentage,290
category_4,23200,2021-10-31,21,2021-10-29,2021-11-04,25,Percentage,290
category_4,23200,2021-10-30,24,2021-10-29,2021-11-04,25,Percentage,290
category_4,23200,2021-11-03,11,2021-10-29,2021-11-04,25,Percentage,290
category_4,23200,2021-11-09,8,2021-11-05,2021-11-11,25,Percentage,290
category_4,23200,2021-11-10,14,2021-11-05,2021-11-11,25,Percentage,290
category_4,23200,2021-11-08,9,2021-11-05,2021-11-11,25,Percentage,290
category_4,23200,2021-11-07,13,2021-11-05,2021-11-11,25,Percentage,290
category_4,23200,2021-11-06,16,2021-11-05,2021-11-11,25,Percentage,290
category_4,23200,2021-12-25,11,2021-12-24,2021-12-30,25,Percentage,290
category_4,23200,2021-12-26,9,2021-12-24,2021-12-30,25,Percentage,290
category_4,23200,2021-12-27,20,2021-12-24,2021-12-30,25,Percentage,290
category_4,23200,2021-12-28,5,2021-12-24,2021-12-30,25,Percentage,290
category_4,23200,2021-12-29,10,2021-12-24,2021-12-30,25,Percentage,290
category_4,23200,2021-12-04,24,2021-12-03,2021-12-09,30,Percentage,290
category_4,23200,2021-12-07,26,2021-12-03,2021-12-09,30,Percentage,290
category_4,23200,2021-12-05,31,2021-12-03,2021-12-09,30,Percentage,290
category_4,23200,2021-12-08,24,2021-12-03,2021-12-09,30,Percentage,290
category_4,23200,2021-12-06,50,2021-12-03,2021-12-09,30,Percentage,290
category_4,23200,2021-11-13,10,2021-11-12,2021-11-18,10,Percentage,290
category_4,23200,2021-11-15,10,2021-11-12,2021-11-18,10,Percentage,290
category_4,23200,2021-11-14,7,2021-11-12,2021-11-18,10,Percentage,290
category_4,23200,2021-11-16,2,2021-11-12,2021-11-18,10,Percentage,290
category_4,23200,2021-11-17,1,2021-11-12,2021-11-18,10,Percentage,290
category_4,23200,2021-11-23,2,2021-11-19,2021-11-25,10,Percentage,290
category_4,23200,2021-11-22,16,2021-11-19,2021-11-25,10,Percentage,290
category_4,23200,2021-11-24,9,2021-11-19,2021-11-25,10,Percentage,290
category_4,23200,2021-11-21,8,2021-11-19,2021-11-25,10,Percentage,290
category_4,23200,2021-11-20,3,2021-11-19,2021-11-25,10,Percentage,290
category_4,23200,2021-12-12,24,2021-12-10,2021-12-16,30,Percentage,290
category_4,23200,2021-12-11,28,2021-12-10,2021-12-16,30,Percentage,290
category_4,23200,2021-12-13,23,2021-12-10,2021-12-16,30,Percentage,290
category_4,23200,2021-12-14,39,2021-12-10,2021-12-16,30,Percentage,290
category_4,23200,2021-12-15,28,2021-12-10,2021-12-16,30,Percentage,290
category_4,23200,2021-12-01,23,2021-11-26,2021-12-02,30,Percentage,290
category_4,23200,2021-11-28,33,2021-11-26,2021-12-02,30,Percentage,290
category_4,23200,2021-11-29,26,2021-11-26,2021-12-02,30,Percentage,290
category_4,23200,2021-11-27,19,2021-11-26,2021-12-02,30,Percentage,290
category_4,23200,2021-11-30,25,2021-11-26,2021-12-02,30,Percentage,290
category_4,1082743,2022-01-29,1,2022-01-28,2022-02-03,20,Amount,300
category_4,1082743,2022-02-09,9,2022-02-04,2022-02-10,20,Amount,300
category_4,1082743,2022-02-08,35,2022-02-04,2022-02-10,20,Amount,300
category_4,1082743,2022-02-07,12,2022-02-04,2022-02-10,20,Amount,300
category_4,1082743,2022-02-12,11,2022-02-11,2022-02-17,20,Amount,300
category_2,40759,2021-11-01,11,2021-10-29,2021-11-04,10,Percentage,270
category_2,40759,2021-11-02,11,2021-10-29,2021-11-04,10,Percentage,270
category_2,40759,2021-10-31,5,2021-10-29,2021-11-04,10,Percentage,270
category_2,40759,2021-10-30,16,2021-10-29,2021-11-04,10,Percentage,270
category_2,40759,2021-11-03,11,2021-10-29,2021-11-04,10,Percentage,270
category_2,40759,2021-12-19,22,2021-12-17,2021-12-23,10,Percentage,270
category_2,40759,2021-12-22,26,2021-12-17,2021-12-23,10,Percentage,270
category_2,40759,2021-12-18,11,2021-12-17,2021-12-23,10,Percentage,270
category_2,40759,2021-12-21,35,2021-12-17,2021-12-23,10,Percentage,270
category_2,40759,2021-12-20,25,2021-12-17,2021-12-23,10,Percentage,270
category_2,1101562,2022-01-17,1,2022-01-14,2022-01-20,10,Percentage,150
category_2,1101562,2022-01-16,2,2022-01-14,2022-01-20,10,Percentage,150
category_2,1101562,2022-01-15,4,2022-01-14,2022-01-20,10,Percentage,150
category_2,1101562,2022-01-19,2,2022-01-14,2022-01-20,10,Percentage,150
category_2,1101562,2022-01-18,2,2022-01-14,2022-01-20,10,Percentage,150
category_2,1101562,2021-12-19,6,2021-12-17,2021-12-23,10,Percentage,150
category_2,1101562,2021-12-22,6,2021-12-17,2021-12-23,10,Percentage,150
category_2,1101562,2021-12-18,7,2021-12-17,2021-12-23,10,Percentage,150
category_2,1101562,2021-12-21,7,2021-12-17,2021-12-23,10,Percentage,150
