CategoryCode,ItemCode,DateID,DailySales,DOW,WOY,DOY
category_1,1090114,2021-10-08,2,4,40,281
category_1,48940,2021-10-21,1,3,42,294
category_3,1047130,2021-11-24,10,2,47,328
category_1,1054978,2021-10-21,5,3,42,294
category_3,131983,2021-10-27,4,2,43,300
category_2,1070836,2021-11-08,5,0,45,312
category_1,17296,2021-11-23,117,1,47,327
category_2,172582,2021-11-08,2,0,45,312
category_1,1081321,2021-11-23,4,1,47,327
category_3,169504,2021-10-27,96,2,43,300
category_2,1067074,2021-11-23,5,1,47,327
category_2,117610,2021-10-27,1,2,43,300
category_1,1056463,2021-10-08,5,4,40,281
category_1,17296,2021-11-24,86,2,47,328
category_4,245581,2021-10-27,4,2,43,300
category_1,1056463,2021-10-21,3,3,42,294
category_2,174436,2021-10-26,13,1,43,299
category_1,145978,2021-11-16,2,1,46,320
category_2,1064473,2021-11-24,4,2,47,328
category_2,1092184,2021-11-08,3,0,45,312
category_4,753613,2021-11-23,11,1,47,327
category_2,1026871,2021-11-24,1,2,47,328
category_3,169504,2021-11-24,101,2,47,328
category_2,1076920,2021-10-08,10,4,40,281
category_1,145978,2021-10-08,11,4,40,281
category_1,35530,2021-10-08,1,4,40,281
category_2,117610,2021-11-08,4,0,45,312
category_2,211309,2021-11-16,4,1,46,320
category_1,43657,2021-10-27,2,2,43,300
category_1,371239,2021-10-26,1,1,43,299
category_1,86992,2021-11-08,8,0,45,312
category_2,39436,2021-10-27,2,2,43,300
category_1,1047967,2021-11-16,9,1,46,320
category_2,1064473,2021-11-16,6,1,46,320
category_1,145330,2021-10-27,2,2,43,300
category_1,1044691,2021-11-16,4,1,46,320
category_2,225259,2021-10-03,4,6,39,276
category_1,416212,2021-11-24,2,2,47,328
category_1,1032532,2021-10-03,13,6,39,276
category_1,755584,2021-10-26,5,1,43,299
category_2,836125,2021-11-23,3,1,47,327
category_2,32245,2021-10-26,2,1,43,299
category_1,1061638,2021-10-08,3,4,40,281
category_2,1092184,2021-11-16,6,1,46,320
category_1,839374,2021-10-21,3,3,42,294
category_2,1067092,2021-10-21,25,3,42,294
category_1,35449,2021-10-27,1,2,43,300
category_4,1074823,2021-11-24,48,2,47,328
category_2,172033,2021-10-26,4,1,43,299
category_2,173617,2021-11-23,1,1,47,327
category_4,1003192,2021-11-16,8,1,46,320
category_1,1032550,2021-10-21,2,3,42,294
category_1,35530,2021-11-23,2,1,47,327
category_2,174436,2021-11-08,9,0,45,312
category_1,1081339,2021-10-27,1,2,43,300
category_1,1056463,2021-11-23,3,1,47,327
category_1,1032532,2021-10-27,22,2,43,300
category_4,836584,2021-11-23,80,1,47,327
category_4,1003147,2021-11-08,2,0,45,312
category_1,370195,2021-11-16,4,1,46,320
category_3,1060630,2021-10-21,4,3,42,294
category_4,1003147,2021-10-08,6,4,40,281
category_2,1067092,2021-11-24,20,2,47,328
category_3,1081060,2021-11-16,7,1,46,320
category_1,1058713,2021-11-23,7,1,47,327
category_1,1032586,2021-11-23,1,1,47,327
category_2,111382,2021-10-26,5,1,43,299
category_1,416212,2021-10-26,2,1,43,299
category_1,86992,2021-10-03,1,6,39,276
category_1,371104,2021-10-27,2,2,43,300
category_2,9925,2021-10-03,1,6,39,276
category_2,1070818,2021-10-21,3,3,42,294
category_1,38518,2021-10-03,2,6,39,276
category_1,1047967,2021-10-03,8,6,39,276
category_1,1081339,2021-11-23,5,1,47,327
category_2,1101769,2021-11-24,2,2,47,328
category_3,88450,2021-11-16,8,1,46,320
category_2,43630,2021-10-21,4,3,42,294
category_2,1076920,2021-10-26,2,1,43,299
category_3,16936,2021-10-08,2,4,40,281
category_1,1056463,2021-10-03,5,6,39,276
category_2,906586,2021-11-23,4,1,47,327
category_3,1081087,2021-11-08,3,0,45,312
category_2,836125,2021-10-27,3,2,43,300
category_2,1064473,2021-10-27,9,2,43,300
category_1,1085749,2021-11-24,4,2,47,328
category_3,1081060,2021-10-03,15,6,39,276
category_2,1026871,2021-10-26,4,1,43,299
category_2,837943,2021-11-08,12,0,45,312
category_2,1101571,2021-10-26,2,1,43,299
category_4,245581,2021-11-24,9,2,47,328
category_2,877624,2021-10-21,8,3,42,294
category_1,370195,2021-10-03,8,6,39,276
category_1,379249,2021-10-26,5,1,43,299
category_4,1024810,2021-10-21,12,3,42,294
category_2,837943,2021-10-03,13,6,39,276
category_2,59749,2021-10-21,7,3,42,294
category_1,1067119,2021-10-03,2,6,39,276
category_1,86992,2021-10-27,10,2,43,300
category_2,745945,2021-11-08,12,0,45,312
category_2,173617,2021-11-24,3,2,47,328
category_2,877624,2021-10-08,3,4,40,281
category_1,1032532,2021-11-16,7,1,46,320
category_3,1060630,2021-11-08,2,0,45,312
category_2,1090276,2021-11-16,6,1,46,320
category_2,1071106,2021-11-16,4,1,46,320
category_2,1070836,2021-10-21,3,3,42,294
category_3,37861,2021-10-26,13,1,43,299
category_1,1061638,2021-10-03,9,6,39,276
category_1,3418,2021-11-16,20,1,46,320
category_1,35449,2021-10-03,1,6,39,276
category_1,1056463,2021-11-08,3,0,45,312
category_2,399220,2021-11-24,1,2,47,328
category_2,43630,2021-10-03,5,6,39,276
category_4,731104,2021-11-16,17,1,46,320
category_3,1066570,2021-10-21,11,3,42,294
category_1,36898,2021-11-16,7,1,46,320
category_1,42496,2021-10-27,10,2,43,300
category_4,123307,2021-10-26,138,1,43,299
category_2,130993,2021-11-08,3,0,45,312
category_2,836125,2021-10-21,4,3,42,294
category_2,132028,2021-11-24,72,2,47,328
category_1,3427,2021-10-08,8,4,40,281
category_3,1101661,2021-11-24,4,2,47,328
category_2,267496,2021-11-24,1,2,47,328
category_2,838456,2021-10-27,1,2,43,300
category_3,1081087,2021-11-23,8,1,47,327
category_2,138742,2021-11-24,2,2,47,328
category_2,41830,2021-11-16,1,1,46,320
category_2,174436,2021-10-08,2,4,40,281
category_1,1021264,2021-11-23,4,1,47,327
category_2,1064473,2021-10-03,14,6,39,276
category_1,119554,2021-11-08,12,0,45,312
category_4,731104,2021-10-27,1,2,43,300
category_2,903976,2021-11-24,2,2,47,328
category_2,399220,2021-10-08,2,4,40,281
category_2,216151,2021-10-21,1,3,42,294
category_3,88450,2021-10-26,15,1,43,299
category_2,1064473,2021-10-26,9,1,43,299
category_1,119554,2021-10-21,14,3,42,294
category_1,1032568,2021-10-26,1,1,43,299
category_2,75886,2021-11-23,2,1,47,327
category_2,267478,2021-10-21,3,3,42,294
category_2,32245,2021-11-08,1,0,45,312
category_1,1058713,2021-11-16,6,1,46,320
category_1,1044619,2021-11-23,8,1,47,327
category_1,1054978,2021-11-23,11,1,47,327
category_2,837943,2021-10-27,31,2,43,300
category_1,42424,2021-10-21,4,3,42,294
category_2,1090276,2021-11-23,4,1,47,327
category_2,1090249,2021-10-03,7,6,39,276
category_2,913561,2021-11-24,1,2,47,328
category_4,23200,2021-10-03,2,6,39,276
category_1,124774,2021-11-24,1,2,47,328
category_1,1090105,2021-10-26,1,1,43,299
category_4,123307,2021-10-21,58,3,42,294
category_4,1060909,2021-10-21,35,3,42,294
category_4,23200,2021-11-24,9,2,47,328
category_1,59047,2021-11-16,4,1,46,320
category_2,111436,2021-11-24,2,2,47,328
category_2,132028,2021-10-27,34,2,43,300
category_2,745945,2021-10-08,2,4,40,281
category_3,1090024,2021-11-23,6,1,47,327
category_4,836584,2021-10-08,12,4,40,281
category_3,1047130,2021-10-27,7,2,43,300
category_2,65788,2021-10-21,4,3,42,294
category_2,99079,2021-11-24,4,2,47,328
category_2,1105027,2021-11-08,3,0,45,312
category_1,76399,2021-11-16,3,1,46,320
category_3,1090024,2021-10-26,4,1,43,299
category_2,174436,2021-10-03,16,6,39,276
category_3,1081087,2021-10-26,1,1,43,299
category_1,1081339,2021-11-24,1,2,47,328
category_3,37861,2021-11-23,8,1,47,327
category_3,1090024,2021-10-27,2,2,43,300
category_1,36898,2021-10-08,9,4,40,281
category_2,9925,2021-11-16,1,1,46,320
category_1,1067119,2021-10-26,3,1,43,299
category_1,1021264,2021-11-24,1,2,47,328
category_1,755584,2021-10-08,17,4,40,281
category_2,57058,2021-10-03,2,6,39,276
category_2,173617,2021-10-26,1,1,43,299
category_2,30877,2021-11-24,7,2,47,328
category_2,87559,2021-10-27,2,2,43,300
category_3,1066570,2021-11-23,24,1,47,327
category_2,216151,2021-10-27,1,2,43,300
category_1,1081339,2021-10-08,5,4,40,281
category_1,17296,2021-10-21,33,3,42,294
category_4,1003156,2021-11-08,23,0,45,312
category_1,1032532,2021-10-26,5,1,43,299
category_1,1047967,2021-10-27,7,2,43,300
category_2,39436,2021-11-08,8,0,45,312
category_2,913561,2021-10-27,4,2,43,300
category_1,1030948,2021-11-23,2,1,47,327
category_2,1070818,2021-11-08,2,0,45,312
category_3,132334,2021-10-27,4,2,43,300
category_2,903976,2021-10-03,14,6,39,276
category_3,132334,2021-10-03,2,6,39,276
category_2,399220,2021-10-26,2,1,43,299
category_2,262384,2021-11-08,2,0,45,312
category_1,371104,2021-11-16,4,1,46,320
category_1,17287,2021-10-21,1,3,42,294
category_2,248272,2021-11-16,9,1,46,320
category_2,9925,2021-10-27,1,2,43,300
category_2,1071124,2021-10-21,4,3,42,294
category_2,111382,2021-10-03,5,6,39,276
category_1,1048975,2021-10-26,1,1,43,299
category_4,1003147,2021-10-03,7,6,39,276
category_1,1058713,2021-10-26,8,1,43,299
category_2,32245,2021-11-16,6,1,46,320
category_1,142756,2021-10-03,3,6,39,276
category_2,20824,2021-11-08,36,0,45,312
category_2,1103056,2021-10-26,2,1,43,299
category_2,267496,2021-11-08,2,0,45,312
category_3,1047130,2021-10-08,6,4,40,281
category_1,1044691,2021-11-24,2,2,47,328
category_2,399220,2021-11-08,1,0,45,312
category_1,1044691,2021-10-08,5,4,40,281
category_1,3427,2021-10-03,2,6,39,276
category_4,836584,2021-10-21,11,3,42,294
category_3,169504,2021-10-08,114,4,40,281
category_2,173617,2021-10-08,9,4,40,281
category_2,399220,2021-11-23,3,1,47,327
category_2,43630,2021-11-24,5,2,47,328
category_1,145978,2021-11-08,4,0,45,312
category_2,836152,2021-10-08,1,4,40,281
category_1,1032541,2021-10-27,9,2,43,300
category_4,123307,2021-11-24,31,2,47,328
category_1,1049776,2021-11-16,1,1,46,320
category_1,1032541,2021-11-24,9,2,47,328
category_1,1044610,2021-11-24,6,2,47,328
category_4,1003192,2021-11-24,3,2,47,328
category_1,1032559,2021-10-03,3,6,39,276
category_1,1044682,2021-11-24,15,2,47,328
category_2,23569,2021-11-24,4,2,47,328
category_4,245581,2021-11-08,16,0,45,312
category_3,1063600,2021-11-23,3,1,47,327
category_2,39436,2021-10-03,22,6,39,276
category_1,1050046,2021-11-23,4,1,47,327
category_1,3418,2021-10-27,5,2,43,300
category_4,123307,2021-10-03,68,6,39,276
category_3,1063600,2021-10-03,2,6,39,276
category_2,1006090,2021-10-03,1,6,39,276
category_2,64978,2021-11-23,1,1,47,327
category_2,87559,2021-10-03,1,6,39,276
category_3,1066570,2021-10-08,38,4,40,281
category_2,815101,2021-11-24,3,2,47,328
category_2,9925,2021-11-24,2,2,47,328
category_2,1071115,2021-10-21,3,3,42,294
category_2,117610,2021-11-23,6,1,47,327
category_1,1090294,2021-10-08,3,4,40,281
category_1,1085749,2021-10-21,1,3,42,294
category_1,1054978,2021-11-24,6,2,47,328
category_3,1081078,2021-10-03,3,6,39,276
category_2,39436,2021-11-16,2,1,46,320
category_1,36898,2021-10-27,29,2,43,300
category_3,1101661,2021-11-16,6,1,46,320
category_1,1050046,2021-10-21,6,3,42,294
category_2,1092184,2021-10-08,1,4,40,281
category_4,1003156,2021-10-08,4,4,40,281
category_3,1064572,2021-10-26,2,1,43,299
category_1,48940,2021-11-24,1,2,47,328
category_4,836584,2021-10-26,3,1,43,299
category_1,124774,2021-10-27,3,2,43,300
category_2,913561,2021-11-16,2,1,46,320
category_2,1090240,2021-11-23,3,1,47,327
category_4,1082743,2021-10-03,1,6,39,276
category_1,42496,2021-10-26,2,1,43,299
category_1,1030948,2021-10-21,1,3,42,294
category_2,110320,2021-11-23,4,1,47,327
category_1,370195,2021-10-21,3,3,42,294
category_4,23200,2021-11-08,9,0,45,312
category_2,40759,2021-11-24,5,2,47,328
category_1,142756,2021-10-27,11,2,43,300
category_2,999403,2021-11-08,2,0,45,312
category_2,65788,2021-11-16,2,1,46,320
category_2,172033,2021-11-08,39,0,45,312
category_2,858886,2021-11-23,1,1,47,327
category_1,1061341,2021-10-21,17,3,42,294
category_1,1047967,2021-11-08,18,0,45,312
category_1,145978,2021-10-26,2,1,43,299
category_2,1067092,2021-10-03,23,6,39,276
category_2,1067074,2021-11-16,8,1,46,320
category_4,245581,2021-11-23,8,1,47,327
category_2,20824,2021-10-26,21,1,43,299
category_1,76399,2021-10-03,3,6,39,276
category_3,37861,2021-10-27,18,2,43,300
category_2,267478,2021-11-08,1,0,45,312
category_2,124954,2021-11-16,5,1,46,320
category_1,1050046,2021-11-24,8,2,47,328
category_1,145330,2021-11-16,1,1,46,320
category_1,1032568,2021-10-21,1,3,42,294
category_2,118033,2021-11-23,2,1,47,327
category_2,1064473,2021-10-21,7,3,42,294
category_3,37861,2021-10-08,43,4,40,281
category_2,87559,2021-11-08,2,0,45,312
category_4,753613,2021-11-08,8,0,45,312
category_2,399220,2021-10-03,4,6,39,276
category_1,1032586,2021-10-21,2,3,42,294
category_1,1061341,2021-11-23,24,1,47,327
category_1,1084498,2021-11-08,5,0,45,312
category_2,99079,2021-10-21,3,3,42,294
category_2,40759,2021-10-21,3,3,42,294
category_1,1081321,2021-10-08,6,4,40,281
category_4,1003147,2021-10-27,7,2,43,300
category_2,1076920,2021-10-03,1,6,39,276
category_2,216151,2021-10-03,2,6,39,276
category_1,142756,2021-11-24,3,2,47,328
category_1,1044682,2021-10-08,16,4,40,281
category_1,1081321,2021-10-03,1,6,39,276
category_1,1032586,2021-10-08,6,4,40,281
category_4,1074823,2021-10-27,58,2,43,300
category_3,37861,2021-11-24,10,2,47,328
category_2,906595,2021-10-21,3,3,42,294
category_2,124954,2021-10-03,2,6,39,276
category_3,88450,2021-11-23,30,1,47,327
category_3,37861,2021-10-21,19,3,42,294
category_2,1071106,2021-10-26,5,1,43,299
category_4,1003156,2021-10-27,10,2,43,300
category_4,1074823,2021-10-21,48,3,42,294
category_2,65788,2021-10-03,7,6,39,276
category_2,65788,2021-10-08,8,4,40,281
category_1,1032541,2021-11-23,3,1,47,327
category_1,379249,2021-10-08,3,4,40,281
category_2,865933,2021-10-27,11,2,43,300
category_2,59749,2021-10-08,11,4,40,281
category_2,1076938,2021-11-24,1,2,47,328
category_1,1032559,2021-11-08,1,0,45,312
category_3,1090024,2021-10-08,3,4,40,281
category_2,1071106,2021-11-23,4,1,47,327
category_2,262384,2021-11-16,2,1,46,320
category_2,1006099,2021-11-08,9,0,45,312
category_1,17296,2021-10-03,43,6,39,276
category_2,1101769,2021-11-08,2,0,45,312
category_2,1105009,2021-11-08,2,0,45,312
category_2,174436,2021-10-21,5,3,42,294
category_4,1074823,2021-10-08,22,4,40,281
category_2,118033,2021-10-03,2,6,39,276
category_4,1003147,2021-10-26,3,1,43,299
category_1,36898,2021-10-03,5,6,39,276
category_4,1074823,2021-10-03,31,6,39,276
category_1,1044619,2021-10-27,4,2,43,300
category_2,913561,2021-10-03,2,6,39,276
category_1,1047967,2021-10-26,7,1,43,299
category_3,1066570,2021-11-08,11,0,45,312
category_1,43738,2021-10-03,6,6,39,276
category_2,1006090,2021-11-24,1,2,47,328
category_2,172033,2021-11-16,15,1,46,320
category_1,3418,2021-11-24,6,2,47,328
category_3,1060630,2021-10-26,8,1,43,299
category_2,815101,2021-10-27,5,2,43,300
category_2,138742,2021-11-16,3,1,46,320
category_2,210868,2021-11-24,3,2,47,328
category_2,267478,2021-10-27,1,2,43,300
category_1,371104,2021-10-21,1,3,42,294
category_2,211309,2021-10-08,2,4,40,281
category_3,1081078,2021-10-08,2,4,40,281
category_1,1015621,2021-11-08,1,0,45,312
category_2,865933,2021-10-21,6,3,42,294
category_2,57058,2021-11-23,2,1,47,327
category_2,1026871,2021-10-21,1,3,42,294
category_2,1006108,2021-11-08,1,0,45,312
category_3,131983,2021-11-23,2,1,47,327
category_2,211309,2021-11-08,2,0,45,312
category_1,76399,2021-10-08,3,4,40,281
category_2,1071115,2021-11-23,1,1,47,327
category_1,1067119,2021-11-24,2,2,47,328
category_2,43630,2021-11-08,3,0,45,312
category_1,1090105,2021-11-23,1,1,47,327
category_1,1032559,2021-11-23,1,1,47,327
category_2,1090240,2021-11-24,1,2,47,328
category_3,1063600,2021-10-08,2,4,40,281
category_2,111436,2021-10-03,2,6,39,276
category_1,1067119,2021-11-16,1,1,46,320
category_1,1044691,2021-10-03,1,6,39,276
category_1,1061638,2021-10-27,2,2,43,300
category_1,1049776,2021-11-24,1,2,47,328
category_2,1006108,2021-10-03,1,6,39,276
category_2,1044502,2021-10-08,6,4,40,281
category_3,893824,2021-10-27,3,2,43,300
category_2,1006090,2021-10-27,2,2,43,300
category_2,1044502,2021-11-08,1,0,45,312
category_1,43657,2021-10-08,1,4,40,281
category_1,145330,2021-11-23,1,1,47,327
category_3,1066570,2021-10-03,1,6,39,276
category_3,132334,2021-11-23,1,1,47,327
category_1,3427,2021-11-08,10,0,45,312
category_2,1090249,2021-10-21,1,3,42,294
category_2,9925,2021-11-23,3,1,47,327
category_2,745945,2021-11-23,1,1,47,327
category_1,1032568,2021-11-23,1,1,47,327
category_4,1003147,2021-11-16,11,1,46,320
category_1,1048975,2021-11-16,5,1,46,320
category_2,838456,2021-11-08,2,0,45,312
category_2,836152,2021-11-08,2,0,45,312
category_4,872260,2021-10-03,1,6,39,276
category_2,117610,2021-11-16,1,1,46,320
category_2,687616,2021-11-24,7,2,47,328
category_1,1054978,2021-11-08,3,0,45,312
category_1,839374,2021-11-16,2,1,46,320
category_2,87046,2021-11-24,2,2,47,328
category_1,145330,2021-10-21,1,3,42,294
category_2,43630,2021-10-08,1,4,40,281
category_2,211309,2021-10-27,1,2,43,300
category_4,1082743,2021-10-21,1,3,42,294
category_1,1044619,2021-11-24,3,2,47,328
category_2,124954,2021-10-21,2,3,42,294
category_1,1044610,2021-11-23,4,1,47,327
category_2,1105009,2021-11-16,2,1,46,320
category_1,1090294,2021-11-23,1,1,47,327
category_3,16936,2021-10-21,4,3,42,294
category_1,124774,2021-10-03,1,6,39,276
category_2,1090258,2021-10-03,1,6,39,276
category_3,1097143,2021-10-21,2,3,42,294
category_1,1090105,2021-10-03,1,6,39,276
category_1,119554,2021-11-23,29,1,47,327
category_2,87559,2021-10-26,1,1,43,299
category_2,1076929,2021-11-08,1,0,45,312
category_2,75886,2021-11-24,1,2,47,328
category_1,1050046,2021-11-16,4,1,46,320
category_2,1101562,2021-11-23,1,1,47,327
category_2,1006090,2021-11-08,1,0,45,312
category_2,117610,2021-10-21,1,3,42,294
category_3,131983,2021-11-24,6,2,47,328
category_1,37510,2021-10-27,2,2,43,300
category_3,1060630,2021-11-24,2,2,47,328
category_2,111436,2021-11-16,1,1,46,320
category_2,836125,2021-10-08,1,4,40,281
category_1,1032532,2021-11-23,9,1,47,327
category_2,1090258,2021-11-08,1,0,45,312
category_1,755584,2021-10-03,1,6,39,276
category_3,1066570,2021-11-24,2,2,47,328
category_2,1010068,2021-10-27,4,2,43,300
category_1,1030948,2021-11-08,1,0,45,312
category_1,35530,2021-10-26,1,1,43,299
category_2,39436,2021-10-08,6,4,40,281
category_2,1076929,2021-11-16,1,1,46,320
category_3,1090024,2021-10-21,1,3,42,294
category_4,1003192,2021-11-08,2,0,45,312
category_1,124774,2021-11-08,1,0,45,312
category_1,371239,2021-11-23,1,1,47,327
category_4,1003183,2021-10-21,4,3,42,294
category_1,1032586,2021-11-16,1,1,46,320
category_1,1054978,2021-10-26,2,1,43,299
category_2,50785,2021-10-03,2,6,39,276
category_2,1006108,2021-11-23,1,1,47,327
category_1,42424,2021-10-26,1,1,43,299
category_2,877624,2021-10-03,4,6,39,276
category_1,1090303,2021-10-21,1,3,42,294
category_2,1098502,2021-10-08,1,4,40,281
category_1,1061341,2021-10-08,1,4,40,281
category_1,35584,2021-10-27,1,2,43,300
category_2,1071124,2021-10-26,2,1,43,299
category_1,755584,2021-11-08,3,0,45,312
category_2,111382,2021-11-23,2,1,47,327
category_3,132334,2021-10-21,1,3,42,294
category_2,1092184,2021-11-24,1,2,47,328
category_4,23200,2021-10-27,5,2,43,300
category_1,42424,2021-10-08,1,4,40,281
category_1,1044682,2021-11-16,3,1,46,320
category_3,131983,2021-11-08,2,0,45,312
category_2,838456,2021-10-21,1,3,42,294
category_2,858886,2021-10-08,2,4,40,281
category_1,17287,2021-10-27,4,2,43,300
category_1,1044610,2021-10-21,1,3,42,294
category_1,1049776,2021-10-27,1,2,43,300
category_2,130993,2021-10-03,2,6,39,276
category_2,111382,2021-10-08,1,4,40,281
category_1,371239,2021-10-21,4,3,42,294
category_2,172582,2021-10-27,2,2,43,300
category_1,1056463,2021-11-16,6,1,46,320
category_2,99079,2021-10-03,3,6,39,276
category_2,1076929,2021-10-03,1,6,39,276
category_2,9925,2021-10-21,1,3,42,294
category_1,17287,2021-10-08,7,4,40,281
category_2,138742,2021-10-21,3,3,42,294
category_2,99079,2021-10-08,1,4,40,281
category_2,906595,2021-11-24,1,2,47,328
category_2,1101553,2021-11-16,1,1,46,320
category_1,42424,2021-10-27,2,2,43,300
category_2,43630,2021-11-16,2,1,46,320
category_2,687616,2021-11-16,1,1,46,320
category_1,42424,2021-11-16,2,1,46,320
category_1,1067128,2021-10-27,4,2,43,300
category_2,1090240,2021-10-21,3,3,42,294
category_3,1090024,2021-11-08,1,0,45,312
category_1,145330,2021-11-08,1,0,45,312
category_1,43657,2021-11-08,1,0,45,312
category_2,1006108,2021-10-08,1,4,40,281
category_4,872260,2021-10-27,1,2,43,300
category_1,1058713,2021-11-08,3,0,45,312
category_4,1060909,2021-10-26,1,1,43,299
category_2,1076938,2021-10-03,2,6,39,276
category_1,1061341,2021-11-24,1,2,47,328
category_2,124954,2021-10-27,2,2,43,300
category_2,1070836,2021-10-08,2,4,40,281
category_2,815101,2021-11-08,4,0,45,312
category_2,64978,2021-10-21,1,3,42,294
category_1,1090294,2021-11-24,1,2,47,328
category_1,1061341,2021-11-16,5,1,46,320
category_2,75886,2021-10-27,1,2,43,300
category_2,1026871,2021-10-27,2,2,43,300
category_2,1067092,2021-10-08,3,4,40,281
category_2,999403,2021-10-03,1,6,39,276
category_2,815101,2021-10-08,4,4,40,281
category_2,999403,2021-11-24,1,2,47,328
category_2,1071115,2021-10-08,1,4,40,281
category_2,865933,2021-11-24,2,2,47,328
category_2,1105009,2021-11-23,1,1,47,327
category_1,1047967,2021-11-24,3,2,47,328
category_2,906586,2021-11-08,2,0,45,312
category_2,1070818,2021-11-16,1,1,46,320
category_3,1063600,2021-10-27,2,2,43,300
category_2,1026871,2021-10-08,1,4,40,281
category_2,865933,2021-11-08,1,0,45,312
category_2,1071124,2021-10-03,1,6,39,276
category_1,379249,2021-10-03,2,6,39,276
category_2,211309,2021-10-03,3,6,39,276
category_3,1081078,2021-10-26,4,1,43,299
category_2,1076938,2021-11-16,1,1,46,320
category_3,893824,2021-11-08,1,0,45,312
category_1,3418,2021-11-08,14,0,45,312
category_2,64978,2021-11-24,1,2,47,328
category_1,24136,2021-11-16,1,1,46,320
category_3,132334,2021-11-16,1,1,46,320
category_2,213802,2021-11-24,1,2,47,328
category_2,1101562,2021-11-24,2,2,47,328
category_4,1003147,2021-11-24,2,2,47,328
category_1,1032559,2021-10-27,1,2,43,300
category_1,370195,2021-10-26,1,1,43,299
category_3,7666,2021-11-08,5,0,45,312
category_2,50785,2021-11-24,5,2,47,328
category_2,172582,2021-10-26,3,1,43,299
category_1,145978,2021-10-27,4,2,43,300
category_2,815101,2021-10-21,3,3,42,294
category_2,262384,2021-10-03,1,6,39,276
category_2,86974,2021-10-08,2,4,40,281
category_4,731104,2021-10-03,1,6,39,276
category_1,1044610,2021-10-27,2,2,43,300
category_2,836125,2021-10-03,1,6,39,276
category_2,64978,2021-10-03,1,6,39,276
category_2,216151,2021-10-26,1,1,43,299
category_2,1105027,2021-11-24,1,2,47,328
category_1,1032550,2021-10-26,1,1,43,299
category_3,1081078,2021-11-24,1,2,47,328
category_3,37861,2021-11-16,4,1,46,320
category_2,111436,2021-11-23,1,1,47,327
category_2,64978,2021-11-16,1,1,46,320
category_1,1044691,2021-11-08,3,0,45,312
category_2,687616,2021-10-08,2,4,40,281
category_2,1067074,2021-10-21,1,3,42,294
category_2,1070836,2021-10-27,2,2,43,300
category_2,1098493,2021-10-27,1,2,43,300
category_4,731104,2021-10-08,4,4,40,281
category_3,1013335,2021-11-16,1,1,46,320
category_2,65788,2021-11-24,1,2,47,328
category_1,38518,2021-10-08,2,4,40,281
category_2,906586,2021-11-16,1,1,46,320
category_1,1048975,2021-10-08,3,4,40,281
category_1,1021264,2021-11-08,1,0,45,312
category_2,1010068,2021-11-23,1,1,47,327
category_2,99079,2021-10-27,7,2,43,300
category_2,1103056,2021-10-21,1,3,42,294
category_1,42424,2021-10-03,3,6,39,276
category_2,173617,2021-10-21,1,3,42,294
category_3,16936,2021-11-24,1,2,47,328
category_2,23569,2021-11-23,2,1,47,327
category_1,839374,2021-11-24,1,2,47,328
category_2,1105027,2021-11-23,1,1,47,327
category_3,1097143,2021-11-23,1,1,47,327
category_2,87559,2021-11-23,1,1,47,327
category_1,1050046,2021-10-27,2,2,43,300
category_2,1101562,2021-11-16,1,1,46,320
category_2,1090249,2021-10-08,1,4,40,281
category_2,745945,2021-10-27,1,2,43,300
category_2,41830,2021-10-21,1,3,42,294
category_2,111436,2021-10-26,1,1,43,299
category_1,1047967,2021-11-23,5,1,47,327
category_2,837943,2021-10-08,5,4,40,281
category_3,1047130,2021-11-08,3,0,45,312
category_1,1044682,2021-10-26,1,1,43,299
category_2,59749,2021-11-16,3,1,46,320
category_1,1061638,2021-11-16,7,1,46,320
category_3,893824,2021-11-16,6,1,46,320
category_2,1101553,2021-11-08,1,0,45,312
category_3,1081078,2021-11-16,3,1,46,320
category_2,50785,2021-10-27,2,2,43,300
category_2,1076929,2021-10-21,1,3,42,294
category_2,57058,2021-10-08,2,4,40,281
category_1,371104,2021-10-03,1,6,39,276
category_2,117610,2021-10-08,1,4,40,281
category_2,111436,2021-10-08,1,4,40,281
category_2,999403,2021-11-16,1,1,46,320
category_1,35449,2021-10-08,1,4,40,281
category_1,1048975,2021-11-08,3,0,45,312
category_2,64978,2021-11-08,1,0,45,312
category_2,906586,2021-10-21,2,3,42,294
category_2,41830,2021-10-08,2,4,40,281
category_2,1071124,2021-11-23,2,1,47,327
category_1,1049776,2021-10-21,1,3,42,294
category_4,753613,2021-10-21,6,3,42,294
category_4,1082743,2021-11-23,1,1,47,327
category_4,1082743,2021-10-08,4,4,40,281
category_2,1090249,2021-11-08,2,0,45,312
category_1,1048975,2021-11-24,2,2,47,328
category_2,172033,2021-10-27,1,2,43,300
category_2,130993,2021-10-08,1,4,40,281
category_3,1064572,2021-10-08,1,4,40,281
category_1,24136,2021-10-03,5,6,39,276
category_2,173617,2021-10-03,4,6,39,276
category_1,1061638,2021-11-24,1,2,47,328
category_2,1064473,2021-11-23,1,1,47,327
category_3,893824,2021-10-26,4,1,43,299
category_2,172033,2021-11-24,2,2,47,328
category_1,755584,2021-11-23,2,1,47,327
category_1,124774,2021-10-26,1,1,43,299
category_1,1084498,2021-11-16,1,1,46,320
category_1,1044619,2021-10-03,1,6,39,276
category_2,1006009,2021-10-27,1,2,43,300
category_1,1058713,2021-10-08,4,4,40,281
category_2,1071124,2021-10-27,2,2,43,300
category_1,35584,2021-10-21,2,3,42,294
