,ItemCode,WoY,DailySales
1496,370195,40,35
1497,370195,41,26
1498,370195,42,48
1499,370195,43,41
1500,370195,44,44
1501,370195,45,63
1502,370195,46,20
1503,370195,47,48
1504,370195,48,56
1505,370195,49,90
1506,370195,50,47
1507,370195,51,96
1508,370195,52,67
1509,371104,1,10
1510,371104,2,16
1511,371104,3,8
1512,371104,4,7
1513,371104,5,6
1514,371104,6,21
1515,371104,39,4
1516,371104,40,6
1517,371104,41,6
1518,371104,42,12
1519,371104,43,11
1520,371104,44,4
1521,371104,45,6
1522,371104,46,11
1523,371104,47,5
1524,371104,48,24
1525,371104,49,9
1526,371104,50,23
1527,371104,51,7
1528,371104,52,4
1529,371239,1,16
1530,371239,2,16
1531,371239,3,9
1532,371239,4,14
1533,371239,5,16
1534,371239,6,9
1535,371239,39,11
1536,371239,40,10
1537,371239,41,8
1538,371239,42,6
1539,371239,43,19
1540,371239,44,9
1541,371239,45,6
1542,371239,46,13
1543,371239,47,3
1544,371239,48,21
1545,371239,49,17
1546,371239,50,13
1547,371239,51,27
1548,371239,52,72
1549,379249,1,48
1550,379249,2,45
1551,379249,3,73
1552,379249,4,126
1553,379249,5,84
1554,379249,6,12
1555,379249,39,7
1556,379249,40,26
1557,379249,41,35
1558,379249,42,30
1559,379249,43,35
1560,379249,44,35
1561,379249,45,29
1562,379249,46,43
1563,379249,47,38
1564,379249,48,53
1565,379249,49,49
1566,379249,50,54
1567,379249,51,106
1568,379249,52,157
1569,397213,1,23
1570,397213,2,27
1571,397213,3,24
1572,397213,4,27
1573,397213,5,20
1574,397213,6,22
1575,397213,39,10
1576,397213,40,6
1577,397213,41,26
1578,397213,42,1
1579,397213,43,9
1580,397213,44,49
1581,397213,45,18
1582,397213,46,9
1583,397213,47,7
1584,397213,48,12
1585,397213,49,3
1586,397213,50,19
1587,397213,51,11
1588,397213,52,26
1589,399220,1,16
1590,399220,2,25
1591,399220,3,17
1592,399220,4,16
1593,399220,5,30
1594,399220,6,37
1595,399220,39,6
1596,399220,40,23
1597,399220,41,17
1598,399220,42,20
1599,399220,43,26
1600,399220,44,19
1601,399220,45,19
1602,399220,46,13
1603,399220,47,28
1604,399220,48,35
1605,399220,49,31
1606,399220,50,58
1607,399220,51,91
1608,399220,52,96
1609,416212,1,7
1610,416212,2,7
1611,416212,3,9
1612,416212,4,12
1613,416212,5,12
1614,416212,6,16
1615,416212,39,5
1616,416212,40,4
1617,416212,41,3
1618,416212,42,10
1619,416212,43,8
1620,416212,44,6
1621,416212,45,4
1622,416212,46,10
1623,416212,47,9
1624,416212,48,13
1625,416212,49,10
1626,416212,50,3
1627,416212,51,4
1628,416212,52,9
1629,687616,1,22
1630,687616,2,15
1631,687616,3,9
1632,687616,4,13
1633,687616,5,18
1634,687616,6,14
1635,687616,39,15
1636,687616,40,15
1637,687616,41,10
1638,687616,42,0
1639,687616,43,0
1640,687616,44,0
1641,687616,45,7
1642,687616,46,10
1643,687616,47,22
1644,687616,48,19
1645,687616,49,23
1646,687616,50,23
1647,687616,51,25
1648,687616,52,15
1649,731104,1,23
1650,731104,2,10
1651,731104,3,10
1652,731104,4,0
1653,731104,5,24
1654,731104,39,7
1655,731104,40,25
1656,731104,41,14
1657,731104,42,9
1658,731104,43,12
1659,731104,44,23
1660,731104,45,10
1661,731104,46,29
1662,731104,47,7
1663,731104,48,27
1664,731104,49,9
1665,731104,50,23
1666,731104,51,19
1667,731104,52,28
1668,745945,1,12
1669,745945,2,16
1670,745945,3,15
1671,745945,4,10
1672,745945,5,7
1673,745945,6,16
1674,745945,39,5
1675,745945,40,15
1676,745945,41,2
1677,745945,42,2
1678,745945,43,45
1679,745945,44,39
1680,745945,45,47
1681,745945,46,25
1682,745945,47,21
1683,745945,48,9
1684,745945,49,6
1685,745945,50,9
1686,745945,51,21
1687,745945,52,18
1688,753613,1,43
1689,753613,2,59
1690,753613,3,121
1691,753613,4,104
1692,753613,5,36
1693,753613,6,129
1694,753613,39,5
1695,753613,40,32
1696,753613,41,11
1697,753613,42,12
1698,753613,43,19
1699,753613,44,40
1700,753613,45,34
1701,753613,46,10
1702,753613,47,36
1703,753613,48,32
1704,753613,49,5
1705,753613,50,25
1706,753613,51,17
1707,753613,52,36
1708,755584,1,53
1709,755584,2,66
1710,755584,3,95
1711,755584,4,62
1712,755584,5,57
1713,755584,6,54
1714,755584,39,9
1715,755584,40,31
1716,755584,41,13
1717,755584,42,13
1718,755584,43,78
1719,755584,44,27
1720,755584,45,30
1721,755584,46,73
1722,755584,47,35
1723,755584,48,51
1724,755584,49,20
1725,755584,50,20
1726,755584,51,28
1727,755584,52,26
1728,815101,1,22
1729,815101,2,21
1730,815101,3,30
1731,815101,4,31
1732,815101,5,16
1733,815101,6,21
1734,815101,39,15
1735,815101,40,26
1736,815101,41,21
1737,815101,42,31
1738,815101,43,31
1739,815101,44,18
1740,815101,45,22
1741,815101,46,21
1742,815101,47,40
1743,815101,48,25
1744,815101,49,44
1745,815101,50,39
1746,815101,51,32
1747,815101,52,25
1748,836125,1,23
1749,836125,2,31
1750,836125,3,24
1751,836125,4,74
1752,836125,5,113
1753,836125,6,33
1754,836125,39,11
1755,836125,40,42
1756,836125,41,19
1757,836125,42,23
1758,836125,43,29
1759,836125,44,42
1760,836125,45,48
1761,836125,46,59
1762,836125,47,32
1763,836125,48,39
1764,836125,49,34
1765,836125,50,29
1766,836125,51,32
1767,836125,52,32
1768,836152,1,20
1769,836152,2,32
1770,836152,3,20
1771,836152,4,10
1772,836152,5,11
1773,836152,6,21
1774,836152,39,9
1775,836152,40,22
1776,836152,41,10
1777,836152,42,12
1778,836152,43,18
1779,836152,44,16
1780,836152,45,16
1781,836152,46,18
1782,836152,47,12
1783,836152,48,44
1784,836152,49,37
1785,836152,50,17
1786,836152,51,11
1787,836152,52,20
1788,836584,1,271
1789,836584,2,38
1790,836584,3,0
1791,836584,4,118
1792,836584,5,242
1793,836584,39,83
1794,836584,40,70
1795,836584,41,143
1796,836584,42,88
1797,836584,43,124
1798,836584,44,163
1799,836584,45,123
1800,836584,46,123
1801,836584,47,296
1802,836584,48,162
1803,836584,49,112
1804,836584,50,150
1805,836584,51,101
1806,836584,52,129
1807,837943,1,63
1808,837943,2,55
1809,837943,3,112
1810,837943,4,88
1811,837943,5,95
1812,837943,6,78
1813,837943,39,40
1814,837943,40,85
1815,837943,41,50
1816,837943,42,80
1817,837943,43,102
1818,837943,44,89
1819,837943,45,79
1820,837943,46,107
1821,837943,47,102
1822,837943,48,94
1823,837943,49,96
1824,837943,50,84
1825,837943,51,89
1826,837943,52,88
1827,838456,1,19
1828,838456,2,23
1829,838456,3,17
1830,838456,4,13
1831,838456,5,14
1832,838456,6,13
1833,838456,39,5
1834,838456,40,11
1835,838456,41,13
1836,838456,42,8
1837,838456,43,16
1838,838456,44,11
1839,838456,45,13
1840,838456,46,18
1841,838456,47,17
1842,838456,48,21
1843,838456,49,18
1844,838456,50,18
1845,838456,51,24
1846,838456,52,25
1847,839356,1,68
1848,839356,2,35
1849,839356,3,148
1850,839356,4,94
1851,839356,5,73
1852,839356,6,92
1853,839356,39,6
1854,839356,40,21
1855,839356,41,30
1856,839356,42,53
1857,839356,43,89
1858,839356,44,18
1859,839356,45,57
1860,839356,46,38
1861,839356,47,28
1862,839356,48,13
1863,839356,49,46
1864,839356,50,33
1865,839356,51,32
1866,839356,52,25
1867,839374,1,107
1868,839374,2,55
1869,839374,3,48
1870,839374,4,35
1871,839374,5,47
1872,839374,6,63
1873,839374,39,30
1874,839374,40,13
1875,839374,41,25
1876,839374,42,13
1877,839374,43,78
1878,839374,44,38
1879,839374,45,19
1880,839374,46,14
1881,839374,47,37
1882,839374,48,28
1883,839374,49,20
1884,839374,50,50
1885,839374,51,27
1886,839374,52,57
1887,858886,1,15
1888,858886,2,10
1889,858886,3,18
1890,858886,4,6
1891,858886,5,9
1892,858886,6,9
1893,858886,39,5
1894,858886,40,10
1895,858886,41,16
1896,858886,42,7
1897,858886,43,14
1898,858886,44,9
1899,858886,45,4
1900,858886,46,8
1901,858886,47,8
1902,858886,48,19
1903,858886,49,3
1904,858886,50,11
1905,858886,51,11
1906,858886,52,5
1907,865933,1,10
1908,865933,2,24
1909,865933,3,11
1910,865933,4,13
1911,865933,5,23
1912,865933,6,21
1913,865933,39,24
1914,865933,40,40
1915,865933,41,36
1916,865933,42,31
1917,865933,43,61
1918,865933,44,29
1919,865933,45,14
1920,865933,46,5
1921,865933,47,13
1922,865933,48,25
1923,865933,49,25
1924,865933,50,28
1925,865933,51,16
1926,865933,52,11
1927,872260,1,51
1928,872260,2,36
1929,872260,3,10
1930,872260,4,11
1931,872260,5,4
1932,872260,6,12
1933,872260,39,4
1934,872260,40,17
1935,872260,41,11
1936,872260,42,22
1937,872260,43,15
1938,872260,44,11
1939,872260,45,10
1940,872260,46,7
1941,872260,47,15
1942,872260,48,4
1943,872260,49,17
1944,872260,50,14
1945,872260,51,11
1946,872260,52,21
1947,877624,1,30
1948,877624,2,25
1949,877624,3,25
1950,877624,4,30
1951,877624,5,30
1952,877624,6,22
1953,877624,39,7
1954,877624,40,47
1955,877624,41,16
1956,877624,42,20
1957,877624,43,33
1958,877624,44,31
1959,877624,45,21
1960,877624,46,21
1961,877624,47,25
1962,877624,48,32
1963,877624,49,39
1964,877624,50,12
1965,877624,51,34
1966,877624,52,69
1967,893824,1,47
1968,893824,2,55
1969,893824,3,29
1970,893824,4,63
1971,893824,5,24
1972,893824,6,27
1973,893824,41,24
1974,893824,42,23
1975,893824,43,101
1976,893824,44,69
1977,893824,45,66
1978,893824,46,38
1979,893824,47,48
1980,893824,48,50
1981,893824,49,39
1982,893824,50,21
1983,893824,51,24
1984,893824,52,23
1985,903976,1,17
1986,903976,2,22
1987,903976,3,34
1988,903976,4,19
1989,903976,5,33
1990,903976,6,31
1991,903976,39,41
1992,903976,40,7
1993,903976,41,0
1994,903976,42,11
1995,903976,43,28
1996,903976,44,16
1997,903976,45,20
1998,903976,46,28
1999,903976,47,25
2000,903976,48,33
2001,903976,49,19
2002,903976,50,21
2003,903976,51,8
2004,903976,52,19
2005,906586,1,7
2006,906586,2,10
2007,906586,3,12
2008,906586,4,14
2009,906586,5,10
2010,906586,6,6
2011,906586,39,2
2012,906586,40,1
2013,906586,41,6
2014,906586,42,8
2015,906586,43,10
2016,906586,44,11
2017,906586,45,10
2018,906586,46,7
2019,906586,47,12
2020,906586,48,12
2021,906586,49,6
2022,906586,50,14
2023,906586,51,10
2024,906586,52,13
2025,906595,1,7
2026,906595,2,9
2027,906595,3,7
2028,906595,4,13
2029,906595,5,14
2030,906595,6,7
2031,906595,39,2
2032,906595,40,5
2033,906595,41,11
2034,906595,42,6
2035,906595,43,0
2036,906595,44,7
2037,906595,45,10
2038,906595,46,10
2039,906595,47,9
2040,906595,48,9
2041,906595,49,7
2042,906595,50,11
2043,906595,51,17
2044,906595,52,15
2045,913561,1,2
2046,913561,2,10
2047,913561,3,8
2048,913561,4,3
2049,913561,5,7
2050,913561,6,15
2051,913561,39,3
2052,913561,40,11
2053,913561,41,8
2054,913561,42,6
2055,913561,43,12
2056,913561,44,10
2057,913561,45,15
2058,913561,46,10
2059,913561,47,7
2060,913561,48,10
2061,913561,49,15
2062,913561,50,11
2063,913561,51,5
2064,913561,52,7
2065,999403,1,34
2066,999403,2,13
2067,999403,3,36
2068,999403,4,38
2069,999403,5,16
2070,999403,6,16
2071,999403,39,2
2072,999403,40,5
2073,999403,41,5
2074,999403,42,3
2075,999403,43,11
2076,999403,44,14
2077,999403,45,15
2078,999403,46,8
2079,999403,47,10
2080,999403,48,6
2081,999403,49,6
2082,999403,50,18
2083,999403,51,14
2084,999403,52,33
2085,1003147,1,115
2086,1003147,2,212
2087,1003147,3,25
2088,1003147,4,122
2089,1003147,5,201
2090,1003147,6,36
2091,1003147,39,25
2092,1003147,40,54
2093,1003147,41,43
2094,1003147,42,151
2095,1003147,43,47
2096,1003147,44,57
2097,1003147,45,60
2098,1003147,46,79
2099,1003147,47,79
2100,1003147,48,17
2101,1003147,49,39
2102,1003147,50,49
2103,1003147,51,72
2104,1003147,52,64
2105,1003156,1,127
2106,1003156,2,112
2107,1003156,3,182
2108,1003156,4,166
2109,1003156,5,12
2110,1003156,6,60
2111,1003156,39,24
2112,1003156,40,65
2113,1003156,41,39
2114,1003156,42,44
2115,1003156,43,63
2116,1003156,44,56
2117,1003156,45,89
2118,1003156,46,34
2119,1003156,47,67
2120,1003156,48,55
2121,1003156,49,56
2122,1003156,50,89
2123,1003156,51,142
2124,1003156,52,148
2125,1003183,1,23
2126,1003183,2,11
2127,1003183,3,31
2128,1003183,4,50
2129,1003183,5,19
2130,1003183,6,37
2131,1003183,39,6
2132,1003183,40,18
2133,1003183,41,20
2134,1003183,42,19
2135,1003183,43,11
2136,1003183,44,4
2137,1003183,45,15
2138,1003183,46,6
2139,1003183,47,30
2140,1003183,48,6
2141,1003183,49,15
2142,1003183,50,6
2143,1003183,51,2
2144,1003183,52,20
2145,1003192,1,28
2146,1003192,2,42
2147,1003192,3,47
2148,1003192,4,48
2149,1003192,5,32
2150,1003192,6,77
2151,1003192,39,7
2152,1003192,40,14
2153,1003192,41,22
2154,1003192,42,5
2155,1003192,43,8
2156,1003192,44,8
2157,1003192,45,25
2158,1003192,46,24
2159,1003192,47,24
2160,1003192,48,26
2161,1003192,49,11
2162,1003192,50,16
2163,1003192,51,34
2164,1003192,52,28
2165,1006009,1,2
2166,1006009,2,1
2167,1006009,3,3
2168,1006009,4,8
2169,1006009,5,4
2170,1006009,6,3
2171,1006009,39,8
2172,1006009,40,22
2173,1006009,41,23
2174,1006009,42,9
2175,1006009,43,13
2176,1006009,44,5
2177,1006009,45,4
2178,1006009,46,6
2179,1006009,47,7
2180,1006009,48,4
2181,1006009,49,3
2182,1006009,50,7
2183,1006009,51,7
2184,1006009,52,4
2185,1006090,1,8
2186,1006090,2,19
2187,1006090,3,36
2188,1006090,4,29
2189,1006090,5,15
2190,1006090,6,21
2191,1006090,39,2
2192,1006090,40,6
2193,1006090,41,14
2194,1006090,42,9
2195,1006090,43,14
2196,1006090,44,16
2197,1006090,45,16
2198,1006090,46,19
2199,1006090,47,12
2200,1006090,48,15
2201,1006090,49,19
2202,1006090,50,33
2203,1006090,51,19
2204,1006090,52,38
2205,1006099,1,2
2206,1006099,2,14
2207,1006099,3,23
2208,1006099,4,11
2209,1006099,5,24
2210,1006099,6,13
2211,1006099,39,4
2212,1006099,40,3
2213,1006099,41,3
2214,1006099,42,4
2215,1006099,43,5
2216,1006099,44,4
2217,1006099,45,21
2218,1006099,46,2
2219,1006099,47,6
2220,1006099,48,2
2221,1006099,49,8
2222,1006099,50,4
2223,1006099,51,5
2224,1006099,52,4
2225,1006108,1,109
2226,1006108,2,77
2227,1006108,3,8
2228,1006108,4,12
2229,1006108,5,23
2230,1006108,6,12
2231,1006108,39,2
2232,1006108,40,10
2233,1006108,41,7
2234,1006108,42,2
2235,1006108,43,6
2236,1006108,44,4
2237,1006108,45,11
2238,1006108,46,9
2239,1006108,47,17
2240,1006108,48,34
2241,1006108,49,5
2242,1006108,50,7
2243,1006108,51,15
2244,1006108,52,4
2245,1010068,1,13
2246,1010068,2,2
2247,1010068,3,6
2248,1010068,4,7
2249,1010068,5,4
2250,1010068,6,16
2251,1010068,39,7
2252,1010068,40,20
2253,1010068,41,12
2254,1010068,42,11
2255,1010068,43,19
2256,1010068,44,18
2257,1010068,45,16
2258,1010068,46,11
2259,1010068,47,14
2260,1010068,48,64
2261,1010068,49,60
2262,1010068,50,3
2263,1010068,51,12
2264,1010068,52,13
2265,1013335,1,14
2266,1013335,2,17
2267,1013335,3,18
2268,1013335,4,14
2269,1013335,5,7
2270,1013335,6,11
2271,1013335,39,6
2272,1013335,40,10
2273,1013335,41,12
2274,1013335,42,8
2275,1013335,43,15
2276,1013335,44,6
2277,1013335,45,5
2278,1013335,46,9
2279,1013335,47,7
2280,1013335,48,6
2281,1013335,49,3
2282,1013335,50,6
2283,1013335,51,6
2284,1013335,52,12
2285,1015621,1,4
2286,1015621,2,7
2287,1015621,3,9
2288,1015621,4,10
2289,1015621,5,5
2290,1015621,6,17
2291,1015621,39,2
2292,1015621,40,5
2293,1015621,41,3
2294,1015621,42,5
2295,1015621,43,2
2296,1015621,44,1
2297,1015621,45,2
2298,1015621,46,3
2299,1015621,47,7
2300,1015621,48,1
2301,1015621,49,9
2302,1015621,50,3
2303,1015621,51,11
2304,1015621,52,2
2305,1021264,1,9
2306,1021264,2,8
2307,1021264,3,21
2308,1021264,4,11
2309,1021264,5,17
2310,1021264,6,7
2311,1021264,39,4
2312,1021264,40,9
2313,1021264,41,13
2314,1021264,42,5
2315,1021264,43,6
2316,1021264,44,10
2317,1021264,45,5
2318,1021264,46,14
2319,1021264,47,8
2320,1021264,48,9
2321,1021264,49,24
2322,1021264,50,22
2323,1021264,51,1
2324,1021264,52,45
2325,1024810,1,20
2326,1024810,2,36
2327,1024810,3,0
2328,1024810,4,121
2329,1024810,5,86
2330,1024810,6,21
2331,1024810,39,18
2332,1024810,40,59
2333,1024810,41,49
2334,1024810,42,34
2335,1024810,43,38
2336,1024810,44,66
2337,1024810,45,55
2338,1024810,46,50
2339,1024810,47,53
2340,1024810,48,75
2341,1024810,49,85
2342,1024810,50,113
2343,1024810,51,113
2344,1024810,52,96
2345,1026871,1,4
2346,1026871,2,8
2347,1026871,3,16
2348,1026871,4,14
2349,1026871,5,10
2350,1026871,6,11
2351,1026871,39,4
2352,1026871,40,13
2353,1026871,41,17
2354,1026871,42,13
2355,1026871,43,20
2356,1026871,44,9
2357,1026871,45,14
2358,1026871,46,10
2359,1026871,47,13
2360,1026871,48,9
2361,1026871,49,10
2362,1026871,50,8
2363,1026871,51,9
2364,1026871,52,1
2365,1030948,1,5
2366,1030948,2,3
2367,1030948,3,6
2368,1030948,4,10
2369,1030948,5,5
2370,1030948,6,5
2371,1030948,40,2
2372,1030948,41,7
2373,1030948,42,6
2374,1030948,43,12
2375,1030948,44,4
2376,1030948,45,9
2377,1030948,46,1
2378,1030948,47,5
2379,1030948,48,5
2380,1030948,49,7
2381,1030948,50,9
2382,1030948,51,5
2383,1030948,52,6
2384,1032532,1,122
2385,1032532,2,93
2386,1032532,3,159
2387,1032532,4,108
2388,1032532,5,163
2389,1032532,6,153
2390,1032532,39,44
2391,1032532,40,53
2392,1032532,41,54
2393,1032532,42,70
2394,1032532,43,73
2395,1032532,44,138
2396,1032532,45,101
2397,1032532,46,73
2398,1032532,47,73
2399,1032532,48,74
2400,1032532,49,186
2401,1032532,50,89
2402,1032532,51,129
2403,1032532,52,103
2404,1032541,1,100
2405,1032541,2,75
2406,1032541,3,267
2407,1032541,4,144
2408,1032541,5,244
2409,1032541,6,165
2410,1032541,39,129
2411,1032541,40,60
2412,1032541,41,44
2413,1032541,42,65
2414,1032541,43,56
2415,1032541,44,197
2416,1032541,45,257
2417,1032541,46,52
2418,1032541,47,47
2419,1032541,48,68
2420,1032541,49,166
2421,1032541,50,61
2422,1032541,51,97
2423,1032541,52,122
2424,1032550,1,33
2425,1032550,2,12
2426,1032550,3,11
2427,1032550,4,8
2428,1032550,5,24
2429,1032550,6,13
2430,1032550,39,74
2431,1032550,40,16
2432,1032550,41,9
2433,1032550,42,18
2434,1032550,43,8
2435,1032550,44,11
2436,1032550,45,24
2437,1032550,46,3
2438,1032550,47,6
2439,1032550,48,7
2440,1032550,49,11
2441,1032550,50,5
2442,1032550,51,12
2443,1032550,52,12
2444,1032559,1,20
2445,1032559,2,27
2446,1032559,3,25
2447,1032559,4,16
2448,1032559,5,22
2449,1032559,6,16
2450,1032559,39,9
2451,1032559,40,17
2452,1032559,41,18
2453,1032559,42,9
2454,1032559,43,3
2455,1032559,44,12
2456,1032559,45,13
2457,1032559,46,9
2458,1032559,47,10
2459,1032559,48,13
2460,1032559,49,16
2461,1032559,50,25
2462,1032559,51,39
2463,1032559,52,19
2464,1032568,1,6
2465,1032568,2,17
2466,1032568,3,10
2467,1032568,4,8
2468,1032568,5,6
2469,1032568,6,3
2470,1032568,39,123
2471,1032568,40,10
2472,1032568,41,10
2473,1032568,42,4
2474,1032568,43,11
2475,1032568,44,8
2476,1032568,45,7
2477,1032568,46,10
2478,1032568,47,6
2479,1032568,48,10
2480,1032568,49,6
2481,1032568,50,4
2482,1032568,51,10
2483,1032568,52,9
2484,1032586,1,19
2485,1032586,2,24
2486,1032586,3,31
2487,1032586,4,21
2488,1032586,5,28
2489,1032586,6,19
2490,1032586,39,9
2491,1032586,40,21
2492,1032586,41,17
2493,1032586,42,16
2494,1032586,43,11
2495,1032586,44,28
2496,1032586,45,13
2497,1032586,46,12
2498,1032586,47,12
2499,1032586,48,33
2500,1032586,49,19
2501,1032586,50,20
2502,1032586,51,18
2503,1032586,52,16
2504,1044502,1,19
2505,1044502,2,11
2506,1044502,3,5
2507,1044502,4,8
2508,1044502,5,15
2509,1044502,6,18
2510,1044502,39,6
2511,1044502,40,30
2512,1044502,41,13
2513,1044502,42,23
2514,1044502,43,22
2515,1044502,44,12
2516,1044502,45,17
2517,1044502,46,11
2518,1044502,47,12
2519,1044502,48,22
2520,1044502,49,14
2521,1044502,50,11
2522,1044502,51,17
2523,1044502,52,20
2524,1044610,1,14
2525,1044610,2,17
2526,1044610,3,13
2527,1044610,4,5
2528,1044610,5,10
2529,1044610,6,4
2530,1044610,39,2
2531,1044610,40,6
2532,1044610,41,13
2533,1044610,42,8
2534,1044610,43,13
2535,1044610,44,8
2536,1044610,45,3
2537,1044610,46,6
2538,1044610,47,14
2539,1044610,48,12
2540,1044610,49,14
2541,1044610,50,24
2542,1044610,51,12
2543,1044610,52,24
2544,1044619,1,43
2545,1044619,2,29
2546,1044619,3,42
2547,1044619,4,36
2548,1044619,5,36
2549,1044619,6,45
2550,1044619,39,14
2551,1044619,40,52
2552,1044619,41,52
2553,1044619,42,21
2554,1044619,43,25
2555,1044619,44,61
2556,1044619,45,13
2557,1044619,46,31
2558,1044619,47,39
2559,1044619,48,40
2560,1044619,49,35
2561,1044619,50,36
2562,1044619,51,53
2563,1044619,52,55
2564,1044682,1,46
2565,1044682,2,52
2566,1044682,3,45
2567,1044682,4,54
2568,1044682,5,33
2569,1044682,6,34
2570,1044682,39,18
2571,1044682,40,45
2572,1044682,41,42
2573,1044682,42,21
2574,1044682,43,42
2575,1044682,44,41
2576,1044682,45,23
2577,1044682,46,64
2578,1044682,47,46
2579,1044682,48,45
2580,1044682,49,71
2581,1044682,50,59
2582,1044682,51,45
2583,1044682,52,30
2584,1044691,1,25
2585,1044691,2,25
2586,1044691,3,17
2587,1044691,4,12
2588,1044691,5,23
2589,1044691,6,23
2590,1044691,39,5
2591,1044691,40,13
2592,1044691,41,16
2593,1044691,42,11
2594,1044691,43,20
2595,1044691,44,13
2596,1044691,45,12
2597,1044691,46,22
2598,1044691,47,28
2599,1044691,48,27
2600,1044691,49,23
2601,1044691,50,15
2602,1044691,51,8
2603,1044691,52,22
2604,1047130,1,36
2605,1047130,2,52
2606,1047130,3,68
2607,1047130,4,71
2608,1047130,5,58
2609,1047130,6,75
2610,1047130,39,22
2611,1047130,40,41
2612,1047130,41,28
2613,1047130,42,49
2614,1047130,43,76
2615,1047130,44,61
2616,1047130,45,55
2617,1047130,46,50
2618,1047130,47,75
2619,1047130,48,54
2620,1047130,49,37
2621,1047130,50,72
2622,1047130,51,56
2623,1047130,52,66
2624,1047967,1,128
2625,1047967,2,171
2626,1047967,3,80
2627,1047967,4,102
2628,1047967,5,111
2629,1047967,6,104
2630,1047967,39,184
2631,1047967,40,106
2632,1047967,41,118
2633,1047967,42,113
2634,1047967,43,82
2635,1047967,44,94
2636,1047967,45,130
2637,1047967,46,174
2638,1047967,47,87
2639,1047967,48,138
2640,1047967,49,86
2641,1047967,50,95
2642,1047967,51,114
2643,1047967,52,82
2644,1048975,1,19
2645,1048975,2,14
2646,1048975,3,15
2647,1048975,4,40
2648,1048975,5,64
2649,1048975,6,35
2650,1048975,39,2
2651,1048975,40,4
2652,1048975,41,5
2653,1048975,42,4
2654,1048975,43,12
2655,1048975,44,8
2656,1048975,45,5
2657,1048975,46,25
2658,1048975,47,6
2659,1048975,48,23
2660,1048975,49,14
2661,1048975,50,8
2662,1048975,51,17
2663,1048975,52,13
2664,1049776,1,1
2665,1049776,2,18
2666,1049776,3,34
2667,1049776,4,32
2668,1049776,5,29
2669,1049776,6,27
2670,1049776,39,9
2671,1049776,40,15
2672,1049776,41,10
2673,1049776,42,12
2674,1049776,43,16
2675,1049776,44,12
2676,1049776,45,18
2677,1049776,46,17
2678,1049776,47,28
2679,1049776,48,35
2680,1049776,49,35
2681,1049776,50,42
2682,1049776,51,51
2683,1049776,52,19
2684,1050046,1,53
2685,1050046,2,23
2686,1050046,3,42
2687,1050046,4,13
2688,1050046,5,22
2689,1050046,6,16
2690,1050046,39,8
2691,1050046,40,9
2692,1050046,41,12
2693,1050046,42,16
2694,1050046,43,22
2695,1050046,44,17
2696,1050046,45,11
2697,1050046,46,37
2698,1050046,47,32
2699,1050046,48,19
2700,1050046,49,69
2701,1050046,50,30
2702,1050046,51,19
2703,1050046,52,39
2704,1054978,1,49
2705,1054978,2,72
2706,1054978,3,51
2707,1054978,4,54
2708,1054978,5,60
2709,1054978,6,48
2710,1054978,39,22
2711,1054978,40,60
2712,1054978,41,77
2713,1054978,42,63
2714,1054978,43,38
2715,1054978,44,62
2716,1054978,45,39
2717,1054978,46,41
2718,1054978,47,75
2719,1054978,48,42
2720,1054978,49,49
2721,1054978,50,42
2722,1054978,51,34
2723,1054978,52,25
2724,1056463,1,39
2725,1056463,2,43
2726,1056463,3,57
2727,1056463,4,72
2728,1056463,5,116
2729,1056463,6,33
2730,1056463,39,9
2731,1056463,40,21
2732,1056463,41,25
2733,1056463,42,37
2734,1056463,43,37
2735,1056463,44,63
2736,1056463,45,39
2737,1056463,46,29
2738,1056463,47,30
2739,1056463,48,66
2740,1056463,49,22
2741,1056463,50,38
2742,1056463,51,46
2743,1056463,52,118
2744,1058713,1,41
2745,1058713,2,41
2746,1058713,3,46
2747,1058713,4,37
2748,1058713,5,51
2749,1058713,6,69
2750,1058713,39,36
2751,1058713,40,30
2752,1058713,41,27
2753,1058713,42,23
2754,1058713,43,40
2755,1058713,44,34
2756,1058713,45,30
2757,1058713,46,40
2758,1058713,47,27
2759,1058713,48,43
2760,1058713,49,41
2761,1058713,50,60
2762,1058713,51,57
2763,1058713,52,38
2764,1060630,1,33
2765,1060630,2,18
2766,1060630,3,20
2767,1060630,4,24
2768,1060630,5,30
2769,1060630,6,22
2770,1060630,39,33
2771,1060630,40,49
2772,1060630,41,38
2773,1060630,42,45
2774,1060630,43,39
2775,1060630,44,46
2776,1060630,45,40
2777,1060630,46,34
2778,1060630,47,43
2779,1060630,48,33
2780,1060630,49,25
2781,1060630,50,49
2782,1060630,51,21
2783,1060630,52,33
2784,1060909,1,79
2785,1060909,2,128
2786,1060909,3,71
2787,1060909,4,67
2788,1060909,5,0
2789,1060909,6,179
2790,1060909,39,13
2791,1060909,40,110
2792,1060909,41,17
2793,1060909,42,60
2794,1060909,43,56
2795,1060909,44,33
2796,1060909,45,102
2797,1060909,46,66
2798,1060909,47,62
2799,1060909,48,61
2800,1060909,49,66
2801,1060909,50,32
2802,1060909,51,90
2803,1060909,52,81
2804,1061341,1,69
2805,1061341,2,12
2806,1061341,3,17
2807,1061341,4,17
2808,1061341,5,8
2809,1061341,39,18
2810,1061341,40,62
2811,1061341,41,44
2812,1061341,42,54
2813,1061341,43,25
2814,1061341,44,72
2815,1061341,45,50
2816,1061341,46,29
2817,1061341,47,45
2818,1061341,48,29
2819,1061341,49,40
