CategoryCode,ItemCode,DateID,DailySales,PromoStarted,PromoEnded,DiscountValue,DiscountType,SellingPrice,WOY,DOW,DOY
category_4,1074823,2021-10-12,33,2021-10-08,2021-10-14,10,Percentage,280,41,1,285
category_4,1074823,2021-12-01,2,2021-11-26,2021-12-02,25,Percentage,300,48,2,335
category_4,1074823,2021-11-28,56,2021-11-26,2021-12-02,25,Percentage,300,47,6,332
category_4,1074823,2021-11-29,16,2021-11-26,2021-12-02,25,Percentage,300,48,0,333
category_4,1074823,2021-11-27,64,2021-11-26,2021-12-02,25,Percentage,300,47,5,331
category_4,1074823,2021-11-30,24,2021-11-26,2021-12-02,25,Percentage,300,48,1,334
category_4,1074823,2021-10-31,14,2021-10-29,2021-11-04,15,Percentage,280,43,6,304
category_4,1074823,2021-10-30,38,2021-10-29,2021-11-04,15,Percentage,280,43,5,303
category_4,1074823,2021-11-13,89,2021-11-12,2021-11-18,25,Percentage,280,45,5,317
category_4,1074823,2021-11-15,52,2021-11-12,2021-11-18,25,Percentage,280,46,0,319
category_4,1074823,2021-11-14,91,2021-11-12,2021-11-18,25,Percentage,280,45,6,318
category_4,1074823,2021-11-16,29,2021-11-12,2021-11-18,25,Percentage,280,46,1,320
category_4,1074823,2021-11-17,44,2021-11-12,2021-11-18,25,Percentage,280,46,2,321
category_4,1074823,2021-12-11,3,2021-12-10,2021-12-16,25,Percentage,300,49,5,345
category_4,1074823,2021-12-08,16,2021-12-03,2021-12-09,15,Percentage,300,49,2,342
category_2,745945,2021-11-13,8,2021-11-12,2021-11-18,10,Percentage,80,45,5,317
category_2,745945,2021-11-15,2,2021-11-12,2021-11-18,10,Percentage,80,46,0,319
category_2,745945,2021-11-14,4,2021-11-12,2021-11-18,10,Percentage,80,45,6,318
category_2,745945,2021-11-16,3,2021-11-12,2021-11-18,10,Percentage,80,46,1,320
category_2,745945,2021-11-17,4,2021-11-12,2021-11-18,10,Percentage,80,46,2,321
category_2,745945,2021-11-01,2,2021-10-29,2021-11-04,10,Percentage,75,44,0,305
category_2,745945,2021-11-02,9,2021-10-29,2021-11-04,10,Percentage,75,44,1,306
category_2,745945,2021-10-31,8,2021-10-29,2021-11-04,10,Percentage,75,43,6,304
category_2,745945,2021-10-30,16,2021-10-29,2021-11-04,10,Percentage,75,43,5,303
category_2,745945,2021-11-03,4,2021-10-29,2021-11-04,10,Percentage,75,44,2,307
category_2,745945,2021-11-23,1,2021-11-19,2021-11-25,10,Percentage,80,47,1,327
category_2,745945,2021-11-22,2,2021-11-19,2021-11-25,10,Percentage,80,47,0,326
category_2,745945,2021-11-24,10,2021-11-19,2021-11-25,10,Percentage,80,47,2,328
category_2,745945,2021-11-21,3,2021-11-19,2021-11-25,10,Percentage,80,46,6,325
category_2,745945,2021-11-20,5,2021-11-19,2021-11-25,10,Percentage,80,46,5,324
category_2,745945,2021-11-09,5,2021-11-05,2021-11-11,10,Percentage,80,45,1,313
category_2,745945,2021-11-10,6,2021-11-05,2021-11-11,10,Percentage,80,45,2,314
category_2,745945,2021-11-08,12,2021-11-05,2021-11-11,10,Percentage,80,45,0,312
category_2,745945,2021-11-07,1,2021-11-05,2021-11-11,10,Percentage,80,44,6,311
category_2,745945,2021-11-06,2,2021-11-05,2021-11-11,10,Percentage,80,44,5,310
category_1,119554,2021-12-01,38,2021-11-26,2021-12-02,15,Percentage,80,48,2,335
category_1,119554,2021-11-28,23,2021-11-26,2021-12-02,15,Percentage,80,47,6,332
category_1,119554,2021-11-29,19,2021-11-26,2021-12-02,15,Percentage,80,48,0,333
category_1,119554,2021-11-27,41,2021-11-26,2021-12-02,15,Percentage,80,47,5,331
category_1,119554,2021-11-30,23,2021-11-26,2021-12-02,15,Percentage,80,48,1,334
category_1,119554,2021-12-12,14,2021-12-10,2021-12-16,15,Percentage,80,49,6,346
category_1,119554,2021-12-11,21,2021-12-10,2021-12-16,15,Percentage,80,49,5,345
category_1,119554,2021-12-13,19,2021-12-10,2021-12-16,15,Percentage,80,50,0,347
category_1,119554,2021-12-14,26,2021-12-10,2021-12-16,15,Percentage,80,50,1,348
category_1,119554,2021-12-15,16,2021-12-10,2021-12-16,15,Percentage,80,50,2,349
category_1,119554,2021-12-04,18,2021-12-03,2021-12-09,15,Percentage,80,48,5,338
category_1,119554,2021-12-07,12,2021-12-03,2021-12-09,15,Percentage,80,49,1,341
category_1,119554,2021-12-05,20,2021-12-03,2021-12-09,15,Percentage,80,48,6,339
category_1,119554,2021-12-08,19,2021-12-03,2021-12-09,15,Percentage,80,49,2,342
category_1,119554,2021-12-06,29,2021-12-03,2021-12-09,15,Percentage,80,49,0,340
category_1,119554,2021-12-25,21,2021-12-24,2021-12-30,15,Percentage,80,51,5,359
category_1,119554,2021-12-26,7,2021-12-24,2021-12-30,15,Percentage,80,51,6,360
category_1,119554,2021-12-27,14,2021-12-24,2021-12-30,15,Percentage,80,52,0,361
category_1,119554,2021-12-28,49,2021-12-24,2021-12-30,15,Percentage,80,52,1,362
category_1,119554,2021-12-29,24,2021-12-24,2021-12-30,15,Percentage,80,52,2,363
category_1,119554,2021-12-19,27,2021-12-17,2021-12-23,15,Percentage,80,50,6,353
category_1,119554,2021-12-22,58,2021-12-17,2021-12-23,15,Percentage,80,51,2,356
category_1,119554,2021-12-18,12,2021-12-17,2021-12-23,15,Percentage,80,50,5,352
category_1,119554,2021-12-21,37,2021-12-17,2021-12-23,15,Percentage,80,51,1,355
category_1,119554,2021-12-20,26,2021-12-17,2021-12-23,15,Percentage,80,51,0,354
category_2,117610,2021-11-13,1,2021-11-12,2021-11-18,10,Percentage,270,45,5,317
category_2,117610,2021-11-15,2,2021-11-12,2021-11-18,10,Percentage,270,46,0,319
category_2,117610,2021-11-16,1,2021-11-12,2021-11-18,10,Percentage,270,46,1,320
category_2,117610,2021-11-01,7,2021-10-29,2021-11-04,10,Percentage,270,44,0,305
category_2,117610,2021-11-02,7,2021-10-29,2021-11-04,10,Percentage,270,44,1,306
category_2,117610,2021-10-31,11,2021-10-29,2021-11-04,10,Percentage,270,43,6,304
category_2,117610,2021-10-30,3,2021-10-29,2021-11-04,10,Percentage,270,43,5,303
category_2,117610,2021-11-03,11,2021-10-29,2021-11-04,10,Percentage,270,44,2,307
category_2,117610,2021-11-09,5,2021-11-05,2021-11-11,10,Percentage,270,45,1,313
category_2,117610,2021-11-10,4,2021-11-05,2021-11-11,10,Percentage,270,45,2,314
category_2,117610,2021-11-08,4,2021-11-05,2021-11-11,10,Percentage,270,45,0,312
category_2,117610,2021-11-07,13,2021-11-05,2021-11-11,10,Percentage,270,44,6,311
category_2,117610,2021-11-06,7,2021-11-05,2021-11-11,10,Percentage,270,44,5,310
category_2,117610,2021-11-23,6,2021-11-19,2021-11-25,10,Percentage,270,47,1,327
category_2,117610,2021-11-22,2,2021-11-19,2021-11-25,10,Percentage,270,47,0,326
category_2,117610,2021-11-24,7,2021-11-19,2021-11-25,10,Percentage,270,47,2,328
category_2,117610,2021-11-21,8,2021-11-19,2021-11-25,10,Percentage,270,46,6,325
category_2,117610,2021-11-20,5,2021-11-19,2021-11-25,10,Percentage,270,46,5,324
category_2,1064473,2022-01-17,9,2022-01-14,2022-01-20,10,Percentage,170,3,0,17
category_2,1064473,2022-01-16,3,2022-01-14,2022-01-20,10,Percentage,170,2,6,16
category_2,1064473,2022-01-15,17,2022-01-14,2022-01-20,10,Percentage,170,2,5,15
category_2,1064473,2022-01-19,8,2022-01-14,2022-01-20,10,Percentage,170,3,2,19
category_2,1064473,2022-01-18,8,2022-01-14,2022-01-20,10,Percentage,170,3,1,18
category_2,1064473,2022-01-23,14,2022-01-21,2022-01-27,10,Percentage,170,3,6,23
category_2,1064473,2022-01-22,26,2022-01-21,2022-01-27,10,Percentage,170,3,5,22
category_2,1064473,2022-01-26,7,2022-01-21,2022-01-27,10,Percentage,170,4,2,26
category_2,1064473,2022-01-24,14,2022-01-21,2022-01-27,10,Percentage,170,4,0,24
category_2,1064473,2022-01-25,13,2022-01-21,2022-01-27,10,Percentage,170,4,1,25
category_2,1006108,2022-02-09,1,2022-02-04,2022-02-10,10,Percentage,80,6,2,40
category_2,1006108,2022-02-08,1,2022-02-04,2022-02-10,10,Percentage,80,6,1,39
category_2,1006108,2022-02-05,4,2022-02-04,2022-02-10,10,Percentage,80,5,5,36
category_2,1006108,2022-02-13,6,2022-02-11,2022-02-17,10,Percentage,80,6,6,44
category_2,1006108,2022-02-16,5,2022-02-11,2022-02-17,10,Percentage,80,7,2,47
category_2,1006108,2022-02-12,1,2022-02-11,2022-02-17,10,Percentage,80,6,5,43
category_2,1006108,2022-02-14,4,2022-02-11,2022-02-17,10,Percentage,80,7,0,45
category_2,1006108,2022-02-15,3,2022-02-11,2022-02-17,10,Percentage,80,7,1,46
category_2,1006108,2022-01-30,5,2022-01-28,2022-02-03,10,Percentage,80,4,6,30
category_2,1006108,2022-01-29,1,2022-01-28,2022-02-03,10,Percentage,80,4,5,29
category_2,1006108,2022-02-02,5,2022-01-28,2022-02-03,10,Percentage,80,5,2,33
category_2,1006108,2022-01-31,7,2022-01-28,2022-02-03,10,Percentage,80,5,0,31
category_2,1006108,2022-01-06,15,2022-01-04,2022-01-13,30,Percentage,80,1,3,6
category_2,1006108,2022-01-05,20,2022-01-04,2022-01-13,30,Percentage,80,1,2,5
category_2,1006108,2022-01-08,13,2022-01-04,2022-01-13,30,Percentage,80,1,5,8
category_2,1006108,2022-01-09,23,2022-01-04,2022-01-13,30,Percentage,80,1,6,9
category_2,1006108,2022-01-12,20,2022-01-04,2022-01-13,30,Percentage,80,2,2,12
category_2,1006108,2022-01-10,12,2022-01-04,2022-01-13,30,Percentage,80,2,0,10
category_2,1006108,2022-01-07,14,2022-01-04,2022-01-13,30,Percentage,80,1,4,7
category_2,1006108,2022-01-11,25,2022-01-04,2022-01-13,30,Percentage,80,2,1,11
category_2,1006108,2021-12-01,11,2021-11-26,2021-12-02,10,Percentage,80,48,2,335
category_2,1006108,2021-11-29,4,2021-11-26,2021-12-02,10,Percentage,80,48,0,333
category_2,1006108,2021-11-27,1,2021-11-26,2021-12-02,10,Percentage,80,47,5,331
category_2,1006108,2021-11-30,10,2021-11-26,2021-12-02,10,Percentage,80,48,1,334
category_2,903976,2021-10-03,14,2021-10-01,2021-10-07,15,Percentage,80,39,6,276
category_2,903976,2021-10-05,3,2021-10-01,2021-10-07,15,Percentage,80,40,1,278
category_2,903976,2021-10-02,19,2021-10-01,2021-10-07,15,Percentage,80,39,5,275
category_2,903976,2021-10-04,4,2021-10-01,2021-10-07,15,Percentage,80,40,0,277
category_3,1013335,2022-01-23,1,2022-01-21,2022-01-27,10,Percentage,210,3,6,23
category_3,1013335,2022-01-22,4,2022-01-21,2022-01-27,10,Percentage,210,3,5,22
category_3,1013335,2022-01-26,2,2022-01-21,2022-01-27,10,Percentage,210,4,2,26
category_3,1013335,2022-01-24,3,2022-01-21,2022-01-27,10,Percentage,210,4,0,24
category_3,1013335,2022-01-25,4,2022-01-21,2022-01-27,10,Percentage,210,4,1,25
category_3,1013335,2022-01-06,3,2022-01-04,2022-01-13,10,Percentage,210,1,3,6
category_3,1013335,2022-01-05,3,2022-01-04,2022-01-13,10,Percentage,210,1,2,5
category_3,1013335,2022-01-09,1,2022-01-04,2022-01-13,10,Percentage,210,1,6,9
category_3,1013335,2022-01-10,3,2022-01-04,2022-01-13,10,Percentage,210,2,0,10
category_3,1013335,2022-01-12,4,2022-01-04,2022-01-13,10,Percentage,210,2,2,12
category_3,1013335,2022-01-07,3,2022-01-04,2022-01-13,10,Percentage,210,1,4,7
category_3,1013335,2022-01-11,3,2022-01-04,2022-01-13,10,Percentage,210,2,1,11
category_3,1013335,2022-01-17,2,2022-01-14,2022-01-20,10,Percentage,210,3,0,17
category_3,1013335,2022-01-16,2,2022-01-14,2022-01-20,10,Percentage,210,2,6,16
category_3,1013335,2022-01-15,1,2022-01-14,2022-01-20,10,Percentage,210,2,5,15
category_3,1013335,2022-01-19,5,2022-01-14,2022-01-20,10,Percentage,210,3,2,19
category_3,1013335,2022-01-18,3,2022-01-14,2022-01-20,10,Percentage,210,3,1,18
category_3,1066570,2021-11-23,24,2021-11-19,2021-11-25,15,Percentage,45,47,1,327
category_3,1066570,2021-11-22,27,2021-11-19,2021-11-25,15,Percentage,45,47,0,326
category_3,1066570,2021-11-24,2,2021-11-19,2021-11-25,15,Percentage,45,47,2,328
category_3,1066570,2021-11-21,7,2021-11-19,2021-11-25,15,Percentage,45,46,6,325
category_3,1066570,2021-11-20,10,2021-11-19,2021-11-25,15,Percentage,45,46,5,324
category_3,1066570,2021-11-01,36,2021-10-29,2021-11-04,15,Percentage,45,44,0,305
category_3,1066570,2021-11-02,6,2021-10-29,2021-11-04,15,Percentage,45,44,1,306
category_3,1066570,2021-10-31,10,2021-10-29,2021-11-04,15,Percentage,45,43,6,304
category_3,1066570,2021-10-30,12,2021-10-29,2021-11-04,15,Percentage,45,43,5,303
category_3,1066570,2021-11-03,17,2021-10-29,2021-11-04,15,Percentage,45,44,2,307
category_3,1066570,2022-01-17,3,2022-01-14,2022-01-20,15,Percentage,45,3,0,17
category_3,1066570,2022-01-16,2,2022-01-14,2022-01-20,15,Percentage,45,2,6,16
category_3,1066570,2022-01-15,1,2022-01-14,2022-01-20,15,Percentage,45,2,5,15
category_3,1066570,2022-01-19,1,2022-01-14,2022-01-20,15,Percentage,45,3,2,19
category_3,1066570,2022-01-18,4,2022-01-14,2022-01-20,15,Percentage,45,3,1,18
category_3,1066570,2021-10-16,6,2021-10-15,2021-10-21,15,Percentage,45,41,5,289
category_3,1066570,2021-10-20,5,2021-10-15,2021-10-21,15,Percentage,45,42,2,293
category_3,1066570,2021-10-19,6,2021-10-15,2021-10-21,15,Percentage,45,42,1,292
category_3,1066570,2021-10-18,18,2021-10-15,2021-10-21,15,Percentage,45,42,0,291
category_3,1066570,2021-10-17,4,2021-10-15,2021-10-21,15,Percentage,45,41,6,290
category_3,1066570,2021-11-10,4,2021-11-05,2021-11-11,15,Percentage,45,45,2,314
category_3,1066570,2021-11-08,11,2021-11-05,2021-11-11,15,Percentage,45,45,0,312
category_3,1066570,2021-11-07,4,2021-11-05,2021-11-11,15,Percentage,45,44,6,311
category_3,1066570,2021-11-06,14,2021-11-05,2021-11-11,15,Percentage,45,44,5,310
category_3,1066570,2022-01-22,4,2022-01-21,2022-01-27,15,Percentage,45,3,5,22
category_3,1066570,2022-01-26,12,2022-01-21,2022-01-27,15,Percentage,45,4,2,26
category_3,1066570,2021-11-13,5,2021-11-12,2021-11-18,15,Percentage,45,45,5,317
category_3,1066570,2021-11-15,16,2021-11-12,2021-11-18,15,Percentage,45,46,0,319
category_3,1066570,2021-11-14,19,2021-11-12,2021-11-18,15,Percentage,45,45,6,318
category_3,1066570,2021-11-16,23,2021-11-12,2021-11-18,15,Percentage,45,46,1,320
category_3,1066570,2021-11-17,24,2021-11-12,2021-11-18,15,Percentage,45,46,2,321
category_3,1066570,2021-10-23,19,2021-10-22,2021-10-28,15,Percentage,45,42,5,296
category_3,1066570,2021-10-24,4,2021-10-22,2021-10-28,15,Percentage,45,42,6,297
category_3,1066570,2021-10-26,9,2021-10-22,2021-10-28,15,Percentage,45,43,1,299
category_3,1066570,2021-10-27,25,2021-10-22,2021-10-28,15,Percentage,45,43,2,300
category_3,1066570,2021-10-25,31,2021-10-22,2021-10-28,15,Percentage,45,43,0,298
category_3,1066570,2021-10-03,1,2021-10-01,2021-10-07,15,Percentage,45,39,6,276
category_3,1066570,2021-10-05,2,2021-10-01,2021-10-07,15,Percentage,45,40,1,278
category_3,1066570,2021-10-02,17,2021-10-01,2021-10-07,15,Percentage,45,39,5,275
category_3,1066570,2021-10-06,21,2021-10-01,2021-10-07,15,Percentage,45,40,2,279
category_3,1066570,2021-10-04,17,2021-10-01,2021-10-07,15,Percentage,45,40,0,277
category_3,1066570,2021-10-11,26,2021-10-08,2021-10-14,15,Percentage,45,41,0,284
category_3,1066570,2021-10-10,8,2021-10-08,2021-10-14,15,Percentage,45,40,6,283
category_3,1066570,2021-10-09,7,2021-10-08,2021-10-14,15,Percentage,45,40,5,282
category_3,1066570,2021-10-13,39,2021-10-08,2021-10-14,15,Percentage,45,41,2,286
category_3,1066570,2021-10-12,13,2021-10-08,2021-10-14,15,Percentage,45,41,1,285
category_3,1066570,2022-01-06,19,2022-01-04,2022-01-13,15,Percentage,45,1,3,6
category_3,1066570,2022-01-05,2,2022-01-04,2022-01-13,15,Percentage,45,1,2,5
category_3,1066570,2022-01-08,1,2022-01-04,2022-01-13,15,Percentage,45,1,5,8
category_3,1066570,2022-01-09,16,2022-01-04,2022-01-13,15,Percentage,45,1,6,9
category_3,1066570,2022-01-10,4,2022-01-04,2022-01-13,15,Percentage,45,2,0,10
category_3,1066570,2022-01-12,7,2022-01-04,2022-01-13,15,Percentage,45,2,2,12
category_3,1066570,2022-01-07,9,2022-01-04,2022-01-13,15,Percentage,45,1,4,7
category_3,1066570,2022-01-11,2,2022-01-04,2022-01-13,15,Percentage,45,2,1,11
category_2,1090258,2022-01-30,4,2022-01-28,2022-02-03,10,Percentage,140,4,6,30
category_2,1090258,2022-01-29,3,2022-01-28,2022-02-03,10,Percentage,140,4,5,29
category_2,1090258,2022-02-02,2,2022-01-28,2022-02-03,10,Percentage,140,5,2,33
category_2,1090258,2022-02-01,2,2022-01-28,2022-02-03,10,Percentage,140,5,1,32
category_2,1090258,2022-01-31,4,2022-01-28,2022-02-03,10,Percentage,140,5,0,31
category_2,1090258,2021-11-01,11,2021-10-29,2021-11-04,25,Percentage,130,44,0,305
category_2,1090258,2021-11-02,5,2021-10-29,2021-11-04,25,Percentage,130,44,1,306
category_2,1090258,2021-10-31,19,2021-10-29,2021-11-04,25,Percentage,130,43,6,304
category_2,1090258,2021-10-30,27,2021-10-29,2021-11-04,25,Percentage,130,43,5,303
category_2,1090258,2021-11-03,12,2021-10-29,2021-11-04,25,Percentage,130,44,2,307
category_2,1090258,2022-01-17,10,2022-01-14,2022-01-20,30,Percentage,140,3,0,17
category_2,1090258,2022-01-16,16,2022-01-14,2022-01-20,30,Percentage,140,2,6,16
category_2,1090258,2022-01-15,18,2022-01-14,2022-01-20,30,Percentage,140,2,5,15
category_2,1090258,2022-01-19,8,2022-01-14,2022-01-20,30,Percentage,140,3,2,19
category_2,1090258,2022-01-18,19,2022-01-14,2022-01-20,30,Percentage,140,3,1,18
category_2,1090258,2022-02-09,7,2022-02-04,2022-02-10,10,Percentage,140,6,2,40
category_2,1090258,2022-02-08,11,2022-02-04,2022-02-10,10,Percentage,140,6,1,39
category_2,1090258,2022-02-05,3,2022-02-04,2022-02-10,10,Percentage,140,5,5,36
category_2,1090258,2022-02-06,4,2022-02-04,2022-02-10,10,Percentage,140,5,6,37
category_2,1090258,2022-02-07,9,2022-02-04,2022-02-10,10,Percentage,140,6,0,38
category_2,1090258,2021-12-04,24,2021-12-03,2021-12-09,30,Percentage,140,48,5,338
category_2,1090258,2021-12-05,24,2021-12-03,2021-12-09,30,Percentage,140,48,6,339
category_2,1090258,2021-12-06,1,2021-12-03,2021-12-09,30,Percentage,140,49,0,340
category_1,1075651,2021-12-25,6,2021-12-24,2021-12-30,10,Percentage,70,51,5,359
category_1,1075651,2021-12-27,1,2021-12-24,2021-12-30,10,Percentage,70,52,0,361
category_1,1075651,2021-12-28,5,2021-12-24,2021-12-30,10,Percentage,70,52,1,362
category_1,1075651,2021-12-29,1,2021-12-24,2021-12-30,10,Percentage,70,52,2,363
category_1,1075651,2021-11-09,2,2021-11-05,2021-11-11,10,Percentage,70,45,1,313
category_1,1075651,2021-11-10,3,2021-11-05,2021-11-11,10,Percentage,70,45,2,314
category_1,1075651,2021-11-08,3,2021-11-05,2021-11-11,10,Percentage,70,45,0,312
category_1,1075651,2021-11-06,3,2021-11-05,2021-11-11,10,Percentage,70,44,5,310
category_1,1075651,2021-12-22,2,2021-12-17,2021-12-23,10,Percentage,70,51,2,356
category_1,1075651,2021-12-18,5,2021-12-17,2021-12-23,10,Percentage,70,50,5,352
category_1,1075651,2021-12-21,2,2021-12-17,2021-12-23,10,Percentage,70,51,1,355
category_1,1075651,2021-12-20,5,2021-12-17,2021-12-23,10,Percentage,70,51,0,354
category_1,1075651,2021-12-04,1,2021-12-03,2021-12-09,10,Percentage,70,48,5,338
category_1,1075651,2021-12-07,1,2021-12-03,2021-12-09,10,Percentage,70,49,1,341
category_1,1075651,2021-12-05,1,2021-12-03,2021-12-09,10,Percentage,70,48,6,339
category_1,1075651,2021-12-08,4,2021-12-03,2021-12-09,10,Percentage,70,49,2,342
category_1,1075651,2021-11-13,3,2021-11-12,2021-11-18,10,Percentage,70,45,5,317
category_1,1075651,2021-11-15,2,2021-11-12,2021-11-18,10,Percentage,70,46,0,319
category_1,1075651,2021-11-14,1,2021-11-12,2021-11-18,10,Percentage,70,45,6,318
category_1,1075651,2021-11-01,2,2021-10-29,2021-11-04,10,Percentage,70,44,0,305
category_1,1075651,2021-10-30,2,2021-10-29,2021-11-04,10,Percentage,70,43,5,303
category_1,1075651,2021-11-03,2,2021-10-29,2021-11-04,10,Percentage,70,44,2,307
category_1,1075651,2021-12-01,2,2021-11-26,2021-12-02,10,Percentage,70,48,2,335
category_1,1075651,2021-11-29,1,2021-11-26,2021-12-02,10,Percentage,70,48,0,333
category_1,1075651,2021-11-30,2,2021-11-26,2021-12-02,10,Percentage,70,48,1,334
category_1,1075651,2021-12-11,4,2021-12-10,2021-12-16,10,Percentage,70,49,5,345
category_1,1075651,2021-12-14,3,2021-12-10,2021-12-16,10,Percentage,70,50,1,348
category_1,1075651,2021-11-22,2,2021-11-19,2021-11-25,10,Percentage,70,47,0,326
category_1,1075651,2021-11-24,4,2021-11-19,2021-11-25,10,Percentage,70,47,2,328
category_1,1075651,2021-11-21,1,2021-11-19,2021-11-25,10,Percentage,70,46,6,325
category_1,1075651,2021-11-20,1,2021-11-19,2021-11-25,10,Percentage,70,46,5,324
category_2,1090240,2021-11-13,6,2021-11-12,2021-11-18,10,Percentage,80,45,5,317
category_2,1090240,2021-11-15,2,2021-11-12,2021-11-18,10,Percentage,80,46,0,319
category_2,1090240,2021-11-14,2,2021-11-12,2021-11-18,10,Percentage,80,45,6,318
category_2,1090240,2021-11-16,7,2021-11-12,2021-11-18,10,Percentage,80,46,1,320
category_2,1090240,2021-11-17,6,2021-11-12,2021-11-18,10,Percentage,80,46,2,321
category_2,1090240,2022-01-06,23,2022-01-04,2022-01-13,30,Percentage,80,1,3,6
category_2,1090240,2022-01-05,13,2022-01-04,2022-01-13,30,Percentage,80,1,2,5
category_2,1090240,2022-01-09,25,2022-01-04,2022-01-13,30,Percentage,80,1,6,9
category_2,1090240,2022-01-08,28,2022-01-04,2022-01-13,30,Percentage,80,1,5,8
category_2,1090240,2022-01-12,22,2022-01-04,2022-01-13,30,Percentage,80,2,2,12
category_2,1090240,2022-01-10,8,2022-01-04,2022-01-13,30,Percentage,80,2,0,10
category_2,1090240,2022-01-07,23,2022-01-04,2022-01-13,30,Percentage,80,1,4,7
category_2,1090240,2022-01-11,25,2022-01-04,2022-01-13,30,Percentage,80,2,1,11
category_2,1090240,2021-12-12,50,2021-12-10,2021-12-16,30,Percentage,80,49,6,346
category_2,1090240,2021-12-11,44,2021-12-10,2021-12-16,30,Percentage,80,49,5,345
category_2,1090240,2021-12-13,27,2021-12-10,2021-12-16,30,Percentage,80,50,0,347
category_2,1090240,2021-12-15,6,2021-12-10,2021-12-16,30,Percentage,80,50,2,349
category_1,1048975,2021-12-19,3,2021-12-17,2021-12-23,10,Percentage,70,50,6,353
category_1,1048975,2021-12-22,2,2021-12-17,2021-12-23,10,Percentage,70,51,2,356
category_1,1048975,2021-12-18,1,2021-12-17,2021-12-23,10,Percentage,70,50,5,352
category_1,1048975,2021-12-21,4,2021-12-17,2021-12-23,10,Percentage,70,51,1,355
category_1,1048975,2021-12-20,2,2021-12-17,2021-12-23,10,Percentage,70,51,0,354
category_1,1048975,2021-11-15,1,2021-11-12,2021-11-18,10,Percentage,70,46,0,319
category_1,1048975,2021-11-14,1,2021-11-12,2021-11-18,10,Percentage,70,45,6,318
category_1,1048975,2021-11-16,5,2021-11-12,2021-11-18,10,Percentage,70,46,1,320
category_1,1048975,2021-11-17,5,2021-11-12,2021-11-18,10,Percentage,70,46,2,321
category_1,1048975,2021-11-01,2,2021-10-29,2021-11-04,10,Percentage,70,44,0,305
category_1,1048975,2021-11-02,2,2021-10-29,2021-11-04,10,Percentage,70,44,1,306
category_1,1048975,2021-10-31,2,2021-10-29,2021-11-04,10,Percentage,70,43,6,304
category_1,1048975,2021-10-30,1,2021-10-29,2021-11-04,10,Percentage,70,43,5,303
category_1,1048975,2021-11-03,1,2021-10-29,2021-11-04,10,Percentage,70,44,2,307
category_1,1048975,2021-11-24,2,2021-11-19,2021-11-25,10,Percentage,70,47,2,328
category_1,1048975,2022-01-30,12,2022-01-28,2022-02-03,10,Percentage,70,4,6,30
category_1,1048975,2022-01-29,13,2022-01-28,2022-02-03,10,Percentage,70,4,5,29
category_1,1048975,2022-02-01,4,2022-01-28,2022-02-03,10,Percentage,70,5,1,32
category_1,1048975,2022-02-02,10,2022-01-28,2022-02-03,10,Percentage,70,5,2,33
category_1,1048975,2022-01-31,5,2022-01-28,2022-02-03,10,Percentage,70,5,0,31
category_1,1048975,2021-12-04,5,2021-12-03,2021-12-09,10,Percentage,70,48,5,338
category_1,1048975,2021-12-07,3,2021-12-03,2021-12-09,10,Percentage,70,49,1,341
category_1,1048975,2021-12-08,2,2021-12-03,2021-12-09,10,Percentage,70,49,2,342
category_1,1048975,2021-12-06,2,2021-12-03,2021-12-09,10,Percentage,70,49,0,340
category_1,1048975,2021-12-01,3,2021-11-26,2021-12-02,10,Percentage,70,48,2,335
category_1,1048975,2021-11-30,3,2021-11-26,2021-12-02,10,Percentage,70,48,1,334
category_1,1048975,2021-11-09,1,2021-11-05,2021-11-11,10,Percentage,70,45,1,313
category_1,1048975,2021-11-08,3,2021-11-05,2021-11-11,10,Percentage,70,45,0,312
category_1,1048975,2021-11-06,2,2021-11-05,2021-11-11,10,Percentage,70,44,5,310
category_1,1048975,2022-02-13,3,2022-02-11,2022-02-17,10,Percentage,70,6,6,44
category_1,1048975,2022-02-12,3,2022-02-11,2022-02-17,10,Percentage,70,6,5,43
category_1,1048975,2022-02-16,1,2022-02-11,2022-02-17,10,Percentage,70,7,2,47
category_1,1048975,2022-02-14,4,2022-02-11,2022-02-17,10,Percentage,70,7,0,45
category_1,1048975,2022-02-15,6,2022-02-11,2022-02-17,10,Percentage,70,7,1,46
category_1,1048975,2022-02-09,5,2022-02-04,2022-02-10,10,Percentage,70,6,2,40
category_1,1048975,2022-02-08,5,2022-02-04,2022-02-10,10,Percentage,70,6,1,39
category_1,1048975,2022-02-05,4,2022-02-04,2022-02-10,10,Percentage,70,5,5,36
category_1,1048975,2022-02-06,2,2022-02-04,2022-02-10,10,Percentage,70,5,6,37
category_1,1048975,2022-02-07,3,2022-02-04,2022-02-10,10,Percentage,70,6,0,38
category_1,1048975,2021-12-12,3,2021-12-10,2021-12-16,10,Percentage,70,49,6,346
category_1,1048975,2021-12-11,2,2021-12-10,2021-12-16,10,Percentage,70,49,5,345
category_1,1048975,2021-12-13,1,2021-12-10,2021-12-16,10,Percentage,70,50,0,347
category_1,1048975,2021-12-14,2,2021-12-10,2021-12-16,10,Percentage,70,50,1,348
category_1,1048975,2021-12-26,5,2021-12-24,2021-12-30,10,Percentage,70,51,6,360
category_1,1048975,2021-12-27,1,2021-12-24,2021-12-30,10,Percentage,70,52,0,361
category_1,1048975,2021-12-28,1,2021-12-24,2021-12-30,10,Percentage,70,52,1,362
